Hogar;Vehiculo;TipoVeh;MarcaVeh;ModeloVeh;AnoVeh;EdadVehiculo;CilindradaVeh;Combustible;SelloVerde;Propiedad
173251;17325101;3;61;98;1998;4;99998;1;2;1
173261;17326101;3;84;PECK UPP;9999;9;99999;1;1;1
173291;17329101;1;65;2006;2002;3;1600;2;2;1
173301;17330101;1;54;98;2005;3;99998;1;2;1
173301;17330102;3;0;98;2012;1;99998;1;2;1
173301;17330103;3;45;98;1999;4;99998;1;2;1
173342;17334201;1;86;COROLLA;1989;5;1600;1;1;1
173360;17336001;1;86;YARIS;2010;1;1600;1;2;1
173393;17339301;1;37;ACCENT;2006;3;1400;1;2;1
173393;17339302;2;171;S;2006;3;650;1;2;1
173451;17345101;1;83;99;2000;4;1600;1;2;1
173462;17346201;1;0;98;2007;2;99998;1;2;1
173481;17348101;1;0;98;2003;3;99998;1;2;1
173502;17350201;1;999;NO SABE;2012;1;1600;1;2;1
173502;17350202;1;999;NO SABE;2010;1;1400;1;2;1
173511;17351101;1;61;V16;9999;9;99999;1;1;1
173573;17357301;1;86;YARIS;2012;1;1500;1;2;1
173581;17358101;1;65;206;2003;3;99999;1;2;1
173631;17363101;1;84;SWITF;9999;9;99999;1;1;1
173661;17366101;6;37;100;9999;9;99998;2;1;1
173671;17367101;1;86;TERCEL;9999;9;99998;1;1;1
173683;17368301;1;61;TIIDA;2012;1;1600;1;2;1
173711;17371102;1;45;98;2012;1;99998;1;2;1
173711;17371101;1;19;98;2012;1;99998;1;2;1
173721;17372101;1;36;98;2000;4;99999;1;2;1
173761;17376101;1;24;150 Y;1990;5;99998;1;2;1
173771;17377101;1;17;AVEO;2008;2;1600;1;2;1
173781;17378101;1;76;98;2010;1;99998;1;2;1
173791;17379101;3;37;99;9999;9;99999;1;1;1
173800;17380001;1;45;SORENTO;9999;9;99999;1;1;1
173811;17381101;3;50;98;2013;9;99998;1;2;1
173821;17382101;1;0;98;2013;9;99998;1;2;1
173831;17383101;1;61;V-16;1996;5;99999;1;2;1
173841;17384101;1;17;AVEO;2010;1;1600;1;2;1
173871;17387101;1;0;98;9998;9;99998;1;1;1
173922;17392201;1;45;MORNIG;2011;1;1000;1;2;1
173932;17393201;1;29;PALLIO;2011;1;99999;1;2;1
173941;17394101;1;36;CIVIC;1995;5;1600;1;2;1
173951;17395101;1;86;YARIS;2012;1;1600;1;2;1
173951;17395102;3;86;SPORTWAGON;2012;1;2000;1;2;1
173991;17399101;1;86;YARIS;2001;4;99998;1;2;1
174041;17404101;1;17;CORSA;9998;9;99998;1;1;1
174051;17405101;1;87;GOLF;1997;4;99999;1;2;1
174071;17407101;1;54;3;2010;1;1600;2;2;1
174080;17408001;1;72;CLIO;1999;4;1600;1;2;1
174101;17410101;1;0;98;2008;2;99998;1;2;1
174121;17412101;1;65;307;2011;1;1600;1;2;1
174131;17413101;1;86;98;2004;3;99998;1;2;1
174143;17414301;1;37;ACCENT;2004;3;1600;1;2;1
174181;17418101;1;17;CORSA;9998;9;99998;1;1;1
174211;17421101;1;86;TERCEL;2008;2;99999;1;2;1
174221;17422101;1;61;V-16;2010;1;1600;2;2;1
174231;17423101;1;61;V16;2010;1;1600;1;2;1
174251;17425101;1;17;CORSA;1990;5;1600;1;1;1
174251;17425102;1;65;306;1990;5;1600;1;1;1
174261;17426101;1;17;CORSA;9998;9;99998;1;1;1
174270;17427001;1;86;YARIS;2001;4;99999;1;2;1
174323;17432301;1;45;RIO;2013;9;1400;1;2;1
174333;17433301;1;17;SPARK;2012;1;99999;1;2;1
174390;17439001;1;61;SENTRA;1999;4;1600;1;2;1
174401;17440101;1;17;98;1988;5;99998;1;2;1
174410;17441001;1;61;V16;2009;2;99998;1;2;1
174431;17443101;1;72;MAGANE;2003;3;1600;1;2;3
174461;17446101;2;111;SPORT;2012;1;125;2;2;1
174491;17449101;1;37;ACCENT;9998;9;99998;1;1;1
174520;17452001;3;17;LUV;9998;9;99999;1;2;1
174530;17453001;3;64;COMBO;1999;4;2400;2;2;1
174552;17455201;1;84;MARUTI;2000;4;1000;1;2;1
174581;17458101;1;86;YARIS;9999;9;99998;1;1;1
174591;17459101;1;17;CORSA;2012;1;1200;1;2;1
174630;17463001;1;45;GARNIER;2005;3;99998;1;2;1
174641;17464101;1;45;MORNINGN;9999;9;99998;1;1;1
174662;17466201;1;72;MEGANE;2007;2;1400;1;2;1
174692;17469201;1;45;SEPHIA;2004;3;1600;1;2;1
174701;17470101;1;17;CORSA;2003;3;1600;2;2;1
174713;17471301;3;17;COMBO;2005;3;1500;2;2;1
174761;17476101;1;87;SANTAMO;1989;5;99999;1;2;1
174781;17478101;1;45;MORNING;2008;2;1600;1;2;1
174793;17479301;1;30;FOCUS;2010;1;1600;1;2;1
174793;17479302;3;65;PARTNER;2010;1;1400;2;2;1
174831;17483102;6;0;98;9998;9;99998;2;1;4
174831;17483101;5;17;CIMA;2006;3;99998;2;2;1
174903;17490301;3;61;G;2000;4;2400;1;2;1
174962;17496201;3;17;LUV;1996;5;2400;1;2;1
174992;17499201;5;65;BOXER;2005;3;2400;2;2;4
175000;17500001;3;59;98;2004;3;99998;1;2;1
175042;17504202;1;45;RIO;2008;2;1600;1;2;1
175042;17504201;1;17;CHEVET;1980;5;1600;1;2;1
175112;17511201;1;22;RACER;1994;5;1600;1;2;1
175151;17515101;1;17;BLAZER;1990;5;99998;1;1;1
175171;17517101;1;45;ASCOR;1994;5;1600;1;2;1
175210;17521001;1;45;POP;2010;1;1200;1;2;1
175221;17522101;1;65;306;2003;3;1600;1;2;1
175232;17523201;1;84;SELENIUM;2009;2;99999;1;2;1
175232;17523202;1;61;VECTRA;2012;1;99999;1;2;1
175302;17530201;1;45;POP;2001;4;99999;1;2;1
175341;17534101;1;17;SPARK;2009;2;1600;1;2;1
175351;17535101;1;61;V-16;2003;3;1600;1;2;1
175361;17536101;1;17;CORZA;1998;4;99998;1;2;1
175371;17537101;3;45;SORENTO;9998;9;99998;1;1;1
175401;17540101;1;84;BALENO;2000;4;1600;1;2;1
175481;17548101;1;19;SARA;9999;9;99998;1;1;1
175491;17549101;1;17;AVEO;9998;9;99999;1;1;1
175500;17550001;1;17;ORLAN;9999;9;99999;1;1;1
175521;17552101;1;29;98;1982;5;99998;1;2;1
175541;17554101;1;37;ACCENT;2001;4;1400;1;2;1
175571;17557101;1;0;CORZA;2009;2;99998;1;2;1
175591;17559101;1;30;STATION;2000;4;99998;1;2;1
175611;17561102;1;45;98;2008;2;99998;1;2;1
175611;17561101;3;86;HILUX;2012;1;99998;1;2;1
175641;17564101;1;59;GALAP;1996;5;1600;1;2;1
175652;17565201;1;61;V 5;2012;1;1600;1;2;1
175661;17566101;1;40;JEEP;2010;1;99999;1;2;1
175681;17568101;1;61;;9999;9;99999;1;1;3
175781;17578101;1;84;ALTO;2011;1;800;2;2;1
175853;17585301;3;17;NO SABE;9999;9;99999;1;1;1
175863;17586301;1;0;WINGLER5;2012;1;2200;1;2;1
175901;17590101;3;86;FOR RUNNER;2008;2;2400;1;2;1
175911;17591101;1;25;DACOTA;2000;4;2000;2;2;1
175943;17594301;1;45;RIO;2004;3;1400;1;2;1
176000;17600001;4;37;BESTA;9999;9;99999;2;2;4
176012;17601201;1;17;CORSA;1998;4;1400;1;2;1
176021;17602101;1;61;VEISA;2012;1;99998;1;2;1
176041;17604101;1;37;98;2012;1;99998;1;2;1
176061;17606101;1;45;RIO;2009;2;2000;1;2;1
176061;17606102;1;45;POP;2000;4;1300;1;2;1
176091;17609101;1;82;99;2012;1;2000;1;2;1
176131;17613101;3;84;GRAN VITARA;9998;9;99998;1;1;1
176140;17614001;1;999;NO SABE;2000;4;1400;1;2;1
176150;17615001;1;17;MONZA;1992;5;1600;1;1;1
176210;17621001;1;86;COROLLA;9998;9;99998;1;1;1
176222;17622201;1;37;ACCENT;2010;1;1600;1;2;1
176222;17622202;4;45;VESTA;9999;9;99999;1;1;1
176231;17623101;3;84;VTARA;2010;1;1400;1;2;1
176253;17625301;1;45;RIO;2009;2;1400;1;2;1
176280;17628001;1;0;98;9998;9;99998;1;1;1
176310;17631001;1;17;;2010;1;99999;1;2;1
176330;17633001;5;30;ESCAPE;2012;1;2500;1;2;1
176361;17636101;1;37;98;2010;1;99998;1;2;1
176391;17639101;1;17;AVEO;2009;2;16000;1;2;1
176401;17640101;1;37;ELANTRA;9999;9;99999;1;1;1
176411;17641101;1;45;SOUL;2011;1;1600;2;2;1
176431;17643102;1;84;BALERO;2008;2;99998;1;2;1
176431;17643101;1;86;YARIS;2008;2;99998;1;2;1
176461;17646101;1;17;98;2009;2;99998;1;2;1
176520;17652001;1;86;YARIS;9999;9;99999;1;1;1
176531;17653101;1;17;CORSA;9998;9;99999;1;1;1
176541;17654101;1;22;LEMUS;9999;9;99999;1;1;1
176561;17656101;1;17;98;2012;1;99998;1;2;1
176581;17658101;5;59;98;1981;5;99998;1;2;1
176593;17659301;1;17;CRUZE;2012;1;1800;1;2;1
176611;17661101;1;45;POP;2005;3;1300;1;2;1
176612;17661201;1;37;ACCEL;2009;2;1600;1;2;1
176613;17661301;1;37;ELANTRA;2010;1;1600;1;2;1
176651;17665101;1;86;TERCEL;2007;2;1600;1;2;1
176672;17667201;8;61;CENTER;2009;2;99998;1;2;1
176691;17669101;1;87;AMAZON;1990;5;1000;1;1;1
176741;17674101;1;45;MORNIN;2010;1;1600;1;2;1
176753;17675301;1;17;CORSA;1998;4;1600;1;2;1
176761;17676101;1;17;SPARK;2011;1;1100;1;2;1
176771;17677101;1;84;VITARA;9998;9;99998;1;1;1
176801;17680101;1;37;ACCENT;2008;2;1600;2;2;1
176852;17685201;1;84;ALTO;2008;2;1200;1;2;1
176863;17686301;1;17;AVEO;2007;2;1400;1;2;1
176881;17688101;1;84;98;2006;3;99998;1;2;1
176891;17689101;1;45;RIO;2007;2;99998;1;2;1
176901;17690101;1;76;99;2012;1;1400;1;2;1
176911;17691101;1;17;99;2012;1;1400;1;2;1
176940;17694001;1;76;;9999;9;99999;1;1;1
177031;17703103;5;37;HI;9999;9;99999;2;1;1
177031;17703101;5;37;H1;2000;4;99999;2;2;1
177031;17703102;5;37;H1;2000;4;99999;2;2;1
177041;17704101;1;17;CORZA;2006;3;99998;1;2;1
177051;17705101;1;0;98;2008;2;99998;1;2;1
177061;17706101;1;36;CVR;2000;4;1600;1;2;1
177071;17707101;1;83;FURGON;1990;5;99999;1;2;1
177092;17709201;1;50;98;2009;2;99998;1;2;1
177101;17710101;8;37;98;2008;2;99998;1;2;1
177111;17711101;1;61;98;2010;1;99998;1;2;1
177153;17715301;3;0;NO SABE;2010;1;99999;1;2;1
177153;17715302;3;17;LUV;9999;9;99999;1;1;4
177260;17726001;1;61;V16;2000;4;1600;1;2;1
177272;17727201;6;45;FRONTIER;1998;4;2500;2;2;1
177290;17729001;3;17;LUV;1992;5;99998;1;2;1
177331;17733101;1;17;MONZA;1995;5;1600;1;2;1
177341;17734101;1;86;YARIS;2008;2;1600;2;2;1
177353;17735301;1;17;CORSA;2003;3;1400;1;2;1
177360;17736001;1;37;ELANTRA;2007;2;1600;1;2;1
177381;17738101;1;37;SANTA  FE;2012;1;2000;1;2;1
177402;17740201;1;29;PALLIO;9999;9;99999;1;1;1
177431;17743101;1;37;ACCENT;1994;5;99999;1;2;1
177443;17744301;1;17;;9999;9;99999;2;1;1
177453;17745301;1;37;ACCENT;1996;5;1600;1;2;1
177543;17754301;4;37;H1;2010;1;2500;2;2;1
177551;17755101;1;84;ALTO;2008;2;99998;1;2;1
177552;17755201;1;0;98;2004;3;99998;1;2;1
177581;17758101;1;61;V 16;1997;4;99998;1;2;1
177601;17760101;3;30;DANGERS;1998;4;99998;1;2;1
177621;17762101;1;17;CORSA;9999;9;99999;1;1;1
177631;17763101;2;158;LX300;2008;2;300;1;2;1
177631;17763102;2;163;RENEGADE;2008;2;200;1;2;1
177643;17764301;1;72;CLIO;2007;2;1400;1;2;1
177651;17765101;1;86;YARIS;2006;3;99998;1;2;1
177671;17767101;5;65;BOX;2012;1;1600;2;2;1
177690;17769001;1;45;AVELLA;1998;4;1500;2;2;1
177701;17770101;1;67;99;1990;5;1000;1;2;1
177711;17771101;1;86;YARIS;2010;1;99999;1;2;1
177741;17774101;1;45;PRIDE POP;2008;2;99998;1;2;1
177761;17776101;1;54;3;2010;1;2000;1;2;1
177771;17777101;1;37;ACCENT;2011;1;1600;1;2;1
177791;17779101;1;17;CORSA PLUS;9999;9;99999;1;1;1
177800;17780001;1;22;LANOS;2000;4;1600;2;2;1
177823;17782301;1;45;AVEO;1999;4;1300;1;2;1
177843;17784301;1;61;V 16;2005;3;1600;1;2;1
177860;17786001;1;36;ACOR;1980;5;99998;1;2;1
177893;17789301;1;86;YARIS;2010;1;1600;1;2;1
177921;17792101;1;37;GEETZ;2011;1;99999;1;2;1
177931;17793101;3;84;GRAN MANADA;2005;3;99998;1;2;1
177931;17793102;1;55;98;2005;3;99998;1;2;1
177941;17794101;1;37;98;2008;2;99998;1;2;1
177951;17795101;1;17;98;2006;3;99998;1;2;1
177993;17799301;1;86;TOYOTA YARIS;9999;9;99999;1;1;1
177993;17799302;8;0;;9999;9;99999;1;1;4
178011;17801101;1;37;ACCENT;2011;1;1600;2;2;1
178021;17802101;1;86;TERCEL;2009;2;1600;1;2;1
178051;17805101;1;87;GOLF;1993;5;99998;1;2;1
178061;17806101;1;86;YARIS;9998;9;99998;1;1;1
178071;17807102;1;22;99;1998;4;1300;1;2;1
178071;17807101;1;37;ATOS;2006;3;2300;1;2;1
178081;17808101;1;84;BALENO;2003;3;1600;2;2;1
178101;17810102;3;37;SANTANO;2001;4;2000;2;2;1
178101;17810101;1;86;TERCEL;1999;4;1500;1;2;1
178113;17811301;1;45;SERATO;2011;1;2000;1;2;1
178113;17811302;1;45;MORNING;2012;1;1300;1;2;1
178141;17814101;1;86;COROLLA;9998;9;99998;1;1;1
178182;17818201;1;86;YARIS;2010;1;1600;1;2;1
178191;17819101;1;17;CORSA;2003;3;1600;1;2;1
178241;17824101;1;37;98;2003;3;99998;1;2;1
178291;17829101;1;17;99;2012;1;99999;1;2;1
178321;17832101;1;37;ACCENT;2008;2;1600;1;2;1
178341;17834101;1;59;AUDLANDER;2004;3;2400;2;2;1
178351;17835101;1;84;BALENO;2003;3;1600;1;2;1
178361;17836101;1;23;CHARADE;9999;9;99998;1;2;1
178381;17838101;1;0;98;9998;9;99998;1;1;1
178441;17844101;1;37;ACCENT;9999;9;99998;1;1;1
178471;17847101;1;0;;2008;2;99998;1;2;1
178511;17851101;1;86;URBAN;2011;1;1600;2;2;1
178530;17853001;1;87;GOL;2001;4;1600;1;2;1
178591;17859101;1;54;3;2011;1;2000;1;2;1
178591;17859102;1;61;TERRANNO;2008;2;20000;1;2;1
178620;17862001;1;37;SANTA FE;2009;2;2000;2;2;1
178641;17864101;1;17;VECTRA;2002;3;2200;1;2;1
178651;17865101;1;17;CORSA;2002;3;1600;1;2;1
178661;17866101;1;86;YARIS;2008;2;99999;1;2;1
178671;17867101;1;17;SPARK;2011;1;1100;1;2;1
178671;17867102;1;22;ESPERO;1998;4;99999;1;2;1
178700;17870001;1;84;BALENO;1997;4;1600;1;2;1
178721;17872101;1;45;MORNIGN;9999;9;99999;1;1;1
178731;17873101;3;64;ASTRA;9999;9;99999;1;1;1
178751;17875101;1;37;ACCENT;9998;9;99998;1;1;1
178760;17876001;1;37;ELANTRA;1999;4;1600;1;2;1
178781;17878102;1;45;POP;9999;9;1100;1;1;1
178781;17878101;1;17;99;9998;9;99998;1;1;1
178791;17879101;1;0;98;2013;9;99998;1;2;1
178840;17884001;1;61;V-16;2008;2;1600;2;2;1
178860;17886001;1;999;NO SABE;2010;1;1100;1;2;1
178870;17887001;1;0;98;9998;9;99998;1;1;1
178881;17888101;1;22;98;1997;4;99998;1;2;1
178901;17890101;1;86;YARIS;2010;1;1600;1;2;1
178922;17892202;2;111;SCOOTER;2000;4;150;1;2;1
178922;17892203;3;65;504;1995;5;2000;1;2;1
178922;17892201;2;111;SCOOTER;2000;4;125;1;2;1
178971;17897101;1;37;I10;2011;1;1300;1;2;1
179021;17902101;3;17;LUV;1986;5;2000;1;1;1
179041;17904101;5;37;98;2007;2;99998;1;2;1
179052;17905201;1;45;MORNING;2012;1;1400;1;2;1
179083;17908301;3;37;K10;9999;9;2000;2;1;1
179101;17910101;1;37;0;1996;5;99998;1;2;1
179151;17915101;3;16;98;2006;3;99998;1;2;1
179191;17919102;3;52;99;9998;9;99998;1;1;1
179191;17919101;1;17;SPARK;9999;9;1100;1;1;1
179212;17921201;1;17;CORSA;9998;9;1600;1;1;1
179251;17925101;1;67;PATIO;2001;4;99999;1;2;1
179271;17927101;1;40;137;2009;2;1300;1;2;1
179281;17928102;1;86;YARIS;9999;9;99999;1;1;2
179281;17928101;1;17;NOVA;9999;9;99999;1;2;1
179301;17930101;2;157;99;2007;2;800;1;2;1
179321;17932101;1;86;TERCEL;2012;1;99999;1;2;1
179391;17939101;1;86;YARIS;2009;2;99999;1;2;1
179421;17942101;1;45;PRIDE;9998;9;99998;1;1;1
179441;17944101;1;65;206;2006;3;1600;1;2;1
179451;17945101;1;0;98;2009;2;99998;1;2;1
179461;17946101;1;0;98;2003;3;99998;1;2;1
179471;17947101;1;84;ALERO;2008;2;99998;1;2;1
179481;17948101;3;84;VITARA;9999;9;99999;1;1;1
179491;17949103;1;84;VITARA;9999;9;99999;1;1;1
179491;17949102;3;86;HILUX;9999;9;99999;1;1;1
179491;17949101;3;86;RUNNER;9998;9;99999;1;1;1
179521;17952101;1;86;TERSEL;1996;5;1600;1;2;1
179541;17954101;1;86;COROLLA;9999;9;99999;1;1;1
179553;17955301;1;36;CIVICQ;1997;4;1600;1;2;1
179591;17959101;1;86;TERSEL;2000;4;1600;1;2;1
179601;17960101;1;84;ALTO;2008;2;1300;1;2;1
179611;17961101;1;64;ASTRA;9998;9;99998;1;1;1
179611;17961102;1;87;GOLF;9998;9;99998;1;1;1
179621;17962101;1;29;PUNTO;9998;9;99998;1;1;1
179661;17966101;3;998;NO RESPONDE;9998;9;99998;1;2;1
179663;17966301;1;86;COROLLA;2002;3;1600;1;2;1
179671;17967101;1;0;AVEO;2010;1;99998;1;2;1
179713;17971301;1;17;CORSA;2001;4;1600;1;2;1
179741;17974101;1;17;CORSA;2012;1;1400;1;2;1
179762;17976201;1;29;UNO;2000;4;1000;1;2;1
179771;17977101;1;37;ACCENT;2007;2;1600;2;2;1
179801;17980101;2;123;VMEN;2010;1;150;1;2;1
179831;17983101;3;0;98;2011;1;99998;1;2;1
179833;17983301;3;37;SANTA FE;9999;9;99999;1;1;1
179841;17984102;1;84;ALTO;2008;2;1000;1;2;1
179841;17984101;1;17;AVEO;2010;1;1400;1;2;1
179853;17985301;1;17;SAIL;2010;1;1600;1;2;1
179861;17986101;1;84;ALTO;9999;9;99999;1;1;1
179870;17987001;1;61;SENTRA 2.0;1998;4;1600;1;2;1
179880;17988001;1;17;ASTRA;2012;1;1600;1;2;1
179891;17989101;1;46;SAMARA;1999;4;99998;1;2;1
179901;17990101;1;17;VIVANT;2005;3;2000;1;2;1
179913;17991301;1;87;GOL;2008;2;1600;1;2;1
179921;17992101;1;17;SPAU;2012;1;99998;1;2;1
179941;17994101;1;65;306;2010;1;1600;2;2;1
179951;17995101;2;123;ELITE;2010;1;125;1;2;1
179951;17995102;2;0;NO SABE;2012;1;250;1;2;1
179971;17997101;1;65;407;2000;4;1200;1;2;1
179991;17999101;1;61;TIIDA;2012;1;1600;1;2;1
180011;18001101;1;84;BALENO;1999;4;99998;1;2;1
180021;18002101;1;17;MONZA;1996;5;99998;1;2;1
180041;18004102;1;54;98;2012;1;99998;1;2;1
180041;18004101;1;86;YARIS;2006;3;99998;1;2;1
180053;18005301;1;37;ACCENT;2001;4;1400;1;2;1
180081;18008101;1;84;ALTO;2011;1;800;1;2;1
180111;18011101;1;29;600;1980;5;1300;2;2;1
180151;18015101;1;0;GOLF;2001;4;1600;2;2;1
180200;18020001;1;19;AX;1990;5;99998;1;2;1
180231;18023101;1;22;ESPERO;2000;4;1600;1;2;1
180232;18023202;1;17;CORSA;2005;3;1300;1;2;1
180232;18023201;1;17;CORSA;2005;3;1300;1;2;1
180233;18023301;1;86;TERCEL;2008;2;1600;1;2;1
180271;18027101;1;76;SM3;2011;1;1600;1;2;1
180281;18028101;1;17;OPTRA;2011;1;1600;1;2;1
180301;18030101;1;17;CORZA;2004;3;99999;1;2;1
180341;18034101;1;37;ACCENT;2012;1;99999;1;2;1
180360;18036002;1;45;CERATO;9999;9;99999;1;1;1
180360;18036001;1;17;TUSON;9999;9;99999;1;1;1
180371;18037101;1;17;CORSA;9998;9;99998;1;1;1
180481;18048101;1;84;INGIS;2008;2;1600;1;2;1
180502;18050201;1;86;YARIS;2010;1;1600;1;2;1
180511;18051101;1;23;CHARADE;1982;5;1100;1;2;1
180531;18053101;1;61;V16;1998;4;1600;1;2;1
180541;18054101;1;67;99;1999;4;1000;1;2;1
180581;18058101;1;86;99;9998;9;99998;1;1;1
180581;18058102;3;37;99;9999;9;99999;1;1;1
180591;18059101;1;0;98;2012;1;99998;1;2;1
180631;18063101;1;0;98;2009;2;99998;1;2;1
180632;18063201;1;37;ACCENT;2010;1;1600;1;2;1
180641;18064101;1;0;98;2005;3;99998;1;2;1
180642;18064201;1;86;YARIS;2005;3;99998;1;2;1
180642;18064202;1;0;98;2004;3;99998;2;2;1
180680;18068002;1;17;MONZA;1998;4;2000;1;2;1
180680;18068001;1;64;ASTRA;1998;4;1400;1;2;1
180691;18069101;1;22;;1997;4;99999;1;2;1
180750;18075001;1;54;3;2012;1;1600;1;2;1
180761;18076101;1;17;98;2010;1;99998;1;2;1
180771;18077101;1;86;YARIS;2012;1;99998;1;2;1
180780;18078001;1;17;AERO;9999;9;99999;1;1;1
180800;18080001;1;17;AVEO;2010;1;1400;1;2;1
180822;18082201;1;37;I10;2010;1;1200;1;2;1
180881;18088101;1;45;PRIDE;2005;3;1600;2;2;1
180933;18093301;1;17;CORSA;2013;9;1600;1;2;1
180953;18095302;1;84;ALTO;2009;2;1100;1;2;1
180953;18095301;1;61;PLATINA;2006;3;1600;1;2;1
180961;18096101;1;61;V16;1998;4;99998;1;2;1
181021;18102101;1;84;MARUTI;2003;3;1300;1;2;1
181031;18103102;1;84;CELERIO;2011;1;99998;1;2;1
181031;18103101;1;84;ALTO;2010;1;99999;1;2;1
181051;18105101;1;45;98;2006;3;99998;1;2;1
181081;18108101;1;0;98;2010;1;99998;1;2;1
181091;18109101;3;17;LUV;1998;4;2600;1;2;1
181111;18111101;1;29;;2005;3;99998;1;2;1
181131;18113102;1;36;98;2010;1;99998;1;2;1
181131;18113101;1;0;98;2010;1;99998;1;2;1
181141;18114102;2;171;99;9998;9;99998;1;1;1
181141;18114101;1;37;ACCENT;2011;1;99998;1;2;1
181151;18115101;1;84;99;2004;3;1600;1;2;1
181211;18121101;1;86;TERCEL;2011;1;1600;2;2;1
181221;18122101;1;37;ELANTRA;2010;1;1600;2;2;1
181241;18124101;1;61;99;9998;9;99998;1;1;1
181282;18128203;1;37;ACCENT;2010;1;1400;1;2;1
181282;18128201;1;86;YARIS;2012;1;1600;1;2;1
181282;18128202;1;84;TERIOS;2009;2;1400;1;2;1
181282;18128204;1;76;SM3;2010;1;1600;1;2;1
181292;18129202;1;17;CORSA;2009;2;1400;1;2;1
181292;18129201;1;76;SM3;2012;1;2000;1;2;1
181301;18130101;1;17;OPTA;2008;2;99998;1;2;1
181311;18131101;1;17;AVEO;2006;3;99999;1;2;1
181352;18135201;1;54;HAYMA;2012;1;1600;1;2;1
181381;18138101;1;61;V 16;9998;9;99998;1;1;1
181391;18139101;1;84;MARUTI;1998;4;99999;1;2;1
181431;18143101;3;52;NO SABE;9999;9;99999;1;1;1
181443;18144301;3;61;PATHFINDER;1997;4;2400;2;2;1
181443;18144302;3;17;;9999;9;1600;2;1;4
181462;18146201;1;78;IBIZA;1994;5;1400;1;2;1
181462;18146202;4;37;H1;2005;3;2400;1;2;1
181491;18149101;1;84;MARUTI;9998;9;99998;1;1;1
181511;18151101;1;61;TERRANNO;2010;1;2000;1;2;1
181521;18152102;3;37;JEEP;9998;9;99999;1;1;1
181521;18152101;6;37;H100;9999;9;99999;2;1;1
181531;18153101;1;83;LEGASI;2003;3;1600;1;2;1
181561;18156101;3;0;98;2011;1;99998;1;2;1
181561;18156102;3;0;98;2010;1;99998;1;2;1
181581;18158101;1;84;AERO;2004;3;1600;1;2;1
181621;18162101;1;54;3;2010;1;2000;1;2;1
181661;18166101;1;17;98;1995;5;99998;1;2;1
181683;18168301;1;19;ZX;1992;5;1400;1;1;1
181701;18170101;1;86;TERCEL;2010;1;99999;1;2;1
181731;18173101;1;45;RIO;2010;1;1600;1;2;1
181741;18174101;1;61;V 16;9998;9;99998;1;1;1
181753;18175301;1;45;RIO LUX;2000;4;1300;1;2;1
181762;18176201;3;61;TERRANO;2004;3;2000;1;2;1
181770;18177001;1;76;P-E-16;2009;2;99998;1;2;1
181792;18179201;1;86;TERCEL;2009;2;1600;1;2;1
181793;18179301;1;37;ACCENT;2009;2;1600;2;2;1
181841;18184101;1;54;3;2010;1;1600;1;2;1
181851;18185101;1;84;ALTO;2002;3;99998;1;2;1
181851;18185102;2;0;98;2008;2;99998;1;2;1
181873;18187301;1;61;V 16;1998;4;1600;1;2;1
181901;18190101;1;76;3;2012;1;1600;1;2;1
181951;18195102;1;84;99;2011;1;99998;1;2;1
181951;18195101;1;17;CORZA;2011;1;99998;1;2;1
181961;18196102;3;29;FIORINO;2005;3;1600;2;2;1
181961;18196101;3;37;H100;2001;4;12000;2;2;1
181982;18198201;1;61;V16;2004;3;1600;1;2;1
181990;18199001;1;37;ACCENT;2010;1;99999;1;2;1
182001;18200101;1;37;SONATA;2000;4;99999;1;2;1
182013;18201301;1;84;ALTO;2010;1;99999;1;2;1
182023;18202301;1;86;YARIS;2010;1;1600;1;2;1
182041;18204101;1;84;MORNIG;2012;1;1200;1;2;1
182050;18205002;1;84;AERIO;2007;2;2300;1;2;1
182050;18205001;1;65;406;2000;4;2000;1;2;1
182062;18206201;3;17;LUV;2010;1;1800;1;2;1
182101;18210101;1;45;RIO;2000;4;1600;1;2;1
182121;18212101;1;37;ACCENT;2008;2;1600;1;2;1
182151;18215101;1;27;CORSA;2002;3;1600;1;2;1
182161;18216101;1;86;YARIS;2005;3;1600;1;2;1
182171;18217101;1;17;SPARK;2009;2;1600;1;2;1
182231;18223101;3;84;GRAN VITARA;9998;9;99998;1;1;4
182241;18224101;1;54;3;2009;2;99998;1;2;1
182291;18229101;1;65;206;2005;3;99998;1;2;1
182311;18231101;1;86;AVEO;2011;1;1600;1;2;1
182351;18235101;1;17;SPART;2010;1;1300;1;2;1
182371;18237102;1;29;99;2010;1;1000;1;2;1
182371;18237101;1;45;MORNING;2010;1;1000;1;2;1
182381;18238101;1;84;ALTO;2007;2;99998;1;2;1
182393;18239301;1;37;ACCENT;2010;1;1600;1;2;1
182401;18240101;1;61;V16;9999;9;99998;1;1;1
182421;18242101;3;61;D21;2006;3;2400;1;2;1
182431;18243101;1;64;ASTRA;2000;4;99999;1;2;1
182490;18249001;1;22;ESPERO;1996;5;2000;1;2;1
182511;18251101;3;30;ECOLINE;1990;5;99998;2;2;1
182551;18255101;1;0;SPACK;2011;1;99998;1;2;1
182563;18256301;5;84;CARRIER;1994;5;1300;1;2;1
182581;18258101;1;19;X SARA;2002;3;99998;1;2;1
182601;18260101;3;45;MOTOR;2005;3;2300;1;2;1
182611;18261101;1;84;AERIO;2012;1;1300;1;2;1
182661;18266101;1;22;RACER;9998;9;99998;1;1;1
182691;18269101;8;61;V16;2005;3;99998;1;2;1
