Viaje;DistEuclidiana;DistManhattan;Imputada
1649510302;18246;25718;0
1649510401;5305;7016;0
1649510402;5305;7016;0
1649510501;5305;7016;0
1649510502;5305;7016;0
1649510601;5305;7016;0
1649510602;5305;7016;0
1649610101;19879;25438;0
1649610102;19879;25438;0
1649610201;8672;11830;0
1649610202;8672;11830;0
1649610301;22511;30403;0
1649610302;22511;30403;0
1649610401;16247;22888;0
1649610402;16247;22888;0
1649710101;1227;1658;0
1649710102;-1;-1;0
1649710103;-1;-1;0
1649710104;10939;15390;0
1649710105;-1;-1;0
1649710201;-1;-1;0
1649710301;-1;-1;0
1649830101;5425;7351;0
1649830102;5422;7347;0
1649830103;7193;9301;0
1649830104;7193;9301;0
1649830201;272;-1;1
1649830202;853;918;0
1649830203;853;918;0
1649830204;104;-1;1
1649830301;5425;7351;0
1649830302;5422;7347;0
1649830401;5425;7351;0
1649830402;5422;7347;0
1650000101;329;456;0
1650000102;2692;2749;0
1650000103;2517;2723;0
1650000201;1919;2650;0
1650000202;1919;2650;0
1650000203;103;-1;1
1650000204;373;-1;1
1650000205;305;-1;1
1650000206;346;-1;1
1650000301;324;448;0
1650000302;535;-1;1
1650000401;326;450;0
1650000402;349;-1;1
1650000501;351;-1;1
1650000502;122;-1;1
1650000601;470;-1;1
1650000602;514;-1;1
1650000701;289;-1;1
1650000702;190;-1;1
1650110101;5052;6706;0
1650110102;5052;6706;0
1650110201;4110;5329;0
1650110202;4110;5329;0
1650110301;4110;5329;0
1650110302;18742;25972;0
1650110303;18334;23653;0
1650110401;18334;23653;0
1650110402;18334;23653;0
1650310101;5834;8237;0
1650310201;5834;8237;0
1650410201;17146;23893;0
1650410301;17034;23746;0
1650510101;-1;-1;0
1650510102;-1;-1;0
1650510201;-1;-1;0
1650510202;-1;-1;0
1650510203;-1;-1;0
1650510204;468;545;0
1650510301;6708;9272;0
1650510302;6712;9278;0
1650510401;27255;32996;0
1650510402;27258;33001;0
1650510403;19964;26635;0
1650510404;19829;26989;0
1650510405;1265;1754;0
1650600101;-1;-1;0
1650600102;-1;-1;0
1650600201;905;1270;0
1650600202;905;1270;0
1650600203;-1;-1;0
1650600204;-1;-1;0
1650600401;20408;23620;0
1650600402;20408;23620;0
1650710101;1782;2357;0
1650710102;3186;3201;0
1650710201;6568;9045;0
1650710202;7651;9889;0
1650830101;733;798;0
1650830102;733;798;0
1650830103;47;-1;1
1650830104;282;-1;1
1650830201;8066;9188;0
1650830202;8066;9188;0
1650900101;-1;-1;0
1650900102;-1;-1;0
1651010101;11460;16177;0
1651010102;11460;16177;0
1651010103;303;-1;1
1651010104;197;-1;1
1651010201;469;-1;1
1651010202;209;-1;1
1651010203;330;-1;1
1651010204;311;-1;1
1651010205;402;-1;1
1651010206;170;-1;1
1651010601;18;-1;1
1651010602;310;-1;1
1651110201;6911;9648;0
1651110202;6911;9648;0
1651110301;6161;6773;0
1651110302;6161;6773;0
1651110401;3062;3434;0
1651110402;3062;3434;0
1651210101;8823;11849;0
1651210102;8823;11849;0
1651210201;-1;-1;0
1651210202;-1;-1;0
1651210301;6313;6632;0
1651210302;7504;10247;0
1651210303;3421;3615;0
1651210401;-1;-1;0
1651210402;-1;-1;0
1651300101;76;102;0
1651300102;77;103;0
1651300103;77;103;0
1651300104;77;103;0
1651300201;2285;2355;0
1651300202;2284;2354;0
1651300401;186;-1;1
1651300402;1143;1386;0
1651300403;1186;1441;0
1651300404;81;-1;1
1651300405;297;-1;1
1651300406;14777;20805;0
1651300407;14777;20805;0
1651300501;428;-1;1
1651300502;128;-1;1
1651300503;166;233;0
1651300504;166;233;0
1651300505;2706;2713;0
1651300506;1669;2040;0
1651300507;1175;1525;0
1651300508;67;83;0
1651300509;67;83;0
1651300601;2517;2715;0
1651300602;2518;2717;0
1651300603;-1;-1;0
1651300604;-1;-1;0
1651300701;836;1031;0
1651300702;836;1030;0
1651300703;69;86;0
1651300704;69;86;0
1651300705;221;-1;1
1651300801;167;235;0
1651300802;162;227;0
1651300803;211;-1;1
1651300804;425;-1;1
1651300805;64;84;0
1651300806;71;91;0
1651300807;71;91;0
1651300808;71;91;0
1651300901;153;-1;1
1651300902;389;-1;1
1651300903;92;-1;1
1651300904;133;-1;1
1651420101;-1;-1;0
1651420102;-1;-1;0
1651420103;172;195;0
1651420104;172;195;0
1651420201;-1;-1;0
1651420202;-1;-1;0
1651500101;14332;20134;0
1651500102;14332;20134;0
1651500201;341;-1;1
1651500202;301;-1;1
1651500301;14331;20133;0
1651500302;14331;20133;0
1651500401;5660;7925;0
1651500402;5660;7925;0
1651610101;13192;18275;0
1651610102;13192;18275;0
1651610201;3867;3897;0
1651610202;3867;3897;0
1651610301;8625;10526;0
1651610302;8625;10526;0
1651610401;10308;14322;0
1651610402;10308;14322;0
1651710101;6614;6942;0
1651710102;6614;6942;0
1651710201;749;1059;0
1651710202;352;367;0
1651710203;535;692;0
1651710204;3143;3500;0
1651710205;3143;3500;0
1651710206;114;-1;1
1651710207;346;-1;1
1651710401;749;1059;0
1651710402;469;-1;1
1651710403;535;692;0
1651710501;2423;3068;0
1651710502;2423;3068;0
1651710503;305;-1;1
1651710504;166;-1;1
1651810101;32944;45638;0
1651810102;32944;45638;0
1651810201;932;1270;0
1651810202;932;1270;0
1651810203;419;-1;1
1651810204;426;-1;1
1651810301;9843;12024;0
1651810302;1230;1480;0
1651810303;2932;3562;0
1651810304;1801;2019;0
1651810305;10743;13510;0
1651810401;11488;13680;0
1651810402;11488;13680;0
1651910201;397;-1;1
1651910202;351;-1;1
1651910203;161;-1;1
1651910204;103;-1;1
1651910301;2509;3213;0
1651910302;370;-1;1
1651910303;649;-1;1
1651910304;2509;3213;0
1651910305;183;-1;1
1651910306;204;-1;1
1652010101;93;-1;1
1652010102;95;-1;1
1652010103;347;-1;1
1652010201;649;880;0
1652010202;649;880;0
1652310101;508;682;0
1652310102;508;682;0
1652310103;5473;7719;0
1652310104;5473;7719;0
1652310201;8870;11454;0
1652310202;8870;11454;0
1652310301;8808;11304;0
1652310302;8808;11304;0
1652310401;8381;10162;0
1652310402;8381;10162;0
1652410101;1738;2088;0
1652410102;1739;2088;0
1652410201;1738;2088;0
1652410202;1739;2088;0
1652520101;652;915;0
1652520102;652;915;0
1652520201;2;2;0
1652520202;2;2;0
1652520401;19451;27132;0
1652520501;18661;20383;0
1652520502;18661;20383;0
1652520601;13117;13854;0
1652520701;6894;9075;0
1652600101;6564;6598;0
1652600102;6564;6598;0
1652600201;1335;1806;0
1652600202;1335;1806;0
1652600203;5367;7321;0
1652600204;5367;7321;0
1652600301;-1;-1;0
1652600302;-1;-1;0
1652710101;7956;10522;0
1652710102;7956;10522;0
1652710201;15733;22107;0
1652710202;15733;22107;0
1652710301;2200;2962;0
1652710302;2200;2962;0
1652810101;3722;4391;0
1652810102;3722;4391;0
1652810201;3722;4391;0
1652810202;3722;4391;0
1652920101;4085;4482;0
1652920102;4085;4482;0
1652920201;-1;-1;0
1652920202;-1;-1;0
1652920301;-1;-1;0
1652920302;-1;-1;0
1652920401;-1;-1;0
1652920402;-1;-1;0
1653010101;4003;4118;0
1653010102;3997;4464;0
1653010201;9394;11466;0
1653010202;9223;10815;0
1653010401;1015;1394;0
1653010402;552;744;0
1653010501;1015;1394;0
1653010502;552;744;0
1653110101;6326;8937;0
1653110201;6326;8937;0
1653110202;6326;8937;0
1653210101;4905;6864;0
1653210102;4905;6864;0
1653320101;4930;6952;0
1653320102;4930;6952;0
1653320201;6224;8785;0
1653320202;6224;8785;0
1653320203;-1;-1;0
1653320204;-1;-1;0
1653320401;5927;8140;0
1653320402;5927;8140;0
1653320403;382;-1;1
1653320404;96;-1;1
1653420101;8255;10093;0
1653420102;8255;10093;0
1653420201;515;671;0
1653420202;515;671;0
1653420301;5934;6054;0
1653420302;147;-1;1
1653420303;114;-1;1
1653420304;5934;6054;0
1653420305;345;-1;1
1653420306;48;-1;1
1653520101;1650;2252;0
1653520102;1650;2252;0
1653520201;1818;2043;0
1653520202;1818;2043;0
1653520301;8810;9209;0
1653520501;491;684;0
1653520502;491;684;0
1653610101;9239;12282;0
1653610102;9239;12282;0
1653610201;-1;-1;0
1653610202;-1;-1;0
1653700101;2122;2477;0
1653700102;2122;2477;0
1653700103;2122;2477;0
1653700104;2122;2477;0
1653700301;5785;7911;0
1653700302;5785;7911;0
1653700401;235;-1;1
1653700402;289;-1;1
1653700501;82;-1;1
1653700502;374;-1;1
1653810101;2088;2393;0
1653810102;2088;2393;0
1653810201;11291;15320;0
1653810202;11291;15320;0
1653810301;10209;12707;0
1653810302;10209;12707;0
1653810401;308;384;0
1653810402;308;384;0
1653810501;198;-1;1
1653810502;345;-1;1
1653910101;467;-1;1
1653910102;469;-1;1
1653910201;6138;6657;0
1653910202;6138;6657;0
1653910301;4078;5495;0
1653910302;4078;5495;0
1653910401;9099;11353;0
1653910402;9099;11353;0
1653910501;6138;6657;0
1653910502;6138;6657;0
1654010101;2001;2368;0
1654010102;2001;2368;0
1654110101;5798;8136;0
1654110102;5798;8136;0
1654110103;4069;4743;0
1654110104;4069;4743;0
1654110201;5798;8136;0
1654110202;5798;8136;0
1654110203;4069;4743;0
1654110204;4069;4743;0
1654210201;4962;6488;0
1654210202;4900;6374;0
1654210401;5024;6660;0
1654210402;4960;6545;0
1654210501;145;-1;1
1654210502;372;-1;1
1654220101;26325;27947;0
1654220102;26325;27947;0
1654220201;4594;5991;0
1654220202;4594;5991;0
1654220301;1131;1333;0
1654220302;1131;1333;0
1654220401;1223;1726;0
1654220402;1223;1726;0
1654310101;298;-1;1
1654310102;201;-1;1
1654310301;7527;7824;0
1654310302;7527;7824;0
1654410101;4700;6149;0
1654410102;4700;6149;0
1654610101;7975;8102;0
1654610102;107;-1;1
1654610103;309;-1;1
1654610104;7975;8099;0
1654610105;367;-1;1
1654610106;145;-1;1
1654610201;445;-1;1
1654610202;306;-1;1
1654610203;144;-1;1
1654610204;109;-1;1
1654610301;3237;4281;0
1654610302;3240;4286;0
1654610303;3240;4286;0
1654610304;3240;4286;0
1654610401;9557;11692;0
1654610402;87;-1;1
1654610403;349;-1;1
1654610404;308;-1;1
1654610405;9559;11697;0
1654610501;3240;4296;0
1654610502;3243;4301;0
1654700101;400304;463774;0
1654700201;1980;2493;0
1654700202;1981;2493;0
1654700301;348;-1;1
1654700302;507;-1;1
1654700401;748;832;0
1654700402;747;831;0
1654800101;-1;-1;0
1654800102;-1;-1;0
1654910201;-1;-1;0
1654910202;-1;-1;0
1655000101;-1;-1;0
1655000102;-1;-1;0
1655000201;-1;-1;0
1655000202;-1;-1;0
1655000301;3622;4750;0
1655000302;3622;4750;0
1655110201;1063;1475;0
1655110202;1063;1475;0
1655110301;16096;17299;0
1655110302;16096;17299;0
1655210101;-1;-1;0
1655210102;-1;-1;0
1655310101;27;-1;1
1655310102;77;-1;1
1655310201;886;1239;0
1655310202;886;1239;0
1655410101;10566;14292;0
1655410102;10566;14292;0
1655510101;5879;8273;0
1655510102;5879;8273;0
1655510103;5879;8273;0
1655510104;5879;8273;0
1655510201;1446;1950;0
1655510202;1446;1950;0
1655510203;337;-1;1
1655510204;65;-1;1
1655600101;2792;3759;0
1655600102;6017;6861;0
1655600103;8711;10621;0
1655600201;3846;5271;0
1655600202;3846;5271;0
1655600203;3846;5271;0
1655600204;3846;5271;0
1655600401;353;370;0
1655600402;353;370;0
1655720101;6781;6907;0
1655720301;726;893;0
1655720302;726;893;0
1655810101;6947;9102;0
1655810102;6945;9100;0
1655910101;2045;2134;0
1655910102;2047;2137;0
1656010101;11867;16724;0
1656010102;11867;16724;0
1656010201;1000;1199;0
1656010202;1000;1199;0
1656010203;-1;-1;0
1656010204;-1;-1;0
1656010301;950;1245;0
1656010302;950;1245;0
1656110101;1077;1318;0
1656110102;1077;1318;0
1656110103;-1;-1;0
1656110104;1839;2392;0
1656210201;-1;-1;0
1656210202;-1;-1;0
1656310101;5300;7460;0
1656310102;5300;7461;0
1656310201;10535;13385;0
1656310202;10535;13386;0
1656310301;7892;10976;0
1656310302;7890;10975;0
1656310401;2853;3270;0
1656310402;2852;3268;0
1656310501;3147;4318;0
1656310502;3148;4319;0
1656310601;5300;7460;0
1656310602;5300;7461;0
1656410101;5748;7940;0
1656410102;5763;7956;0
1656500101;14097;18803;0
1656500102;14097;18803;0
1656500301;1504;1869;0
1656500302;1504;1869;0
1656500401;9725;11737;0
1656500402;9725;11737;0
1656710201;8920;12020;0
1656710202;8920;12020;0
1656710301;2458;2884;0
1656710302;2458;2884;0
1656810101;382;519;0
1656810102;382;519;0
1656910101;8192;9592;0
1656910102;8192;9592;0
1656910201;10552;14079;0
1656910202;-1;-1;0
1656910203;-1;-1;0
1656910301;8192;9592;0
1656910302;8192;9592;0
1656910401;8623;10488;0
1656910402;8623;10488;0
1657010101;10336;12851;0
1657010102;-1;-1;0
1657010103;10641;13217;0
1657010201;10450;12989;0
1657010202;-1;-1;0
1657010203;-1;-1;0
1657010204;-1;-1;0
1657010205;10641;13217;0
1657010301;10324;12744;0
1657010302;-1;-1;0
1657010303;10642;13220;0
1657010401;10322;12737;0
1657010402;-1;-1;0
1657010403;10641;13217;0
1657010501;10322;12737;0
1657010502;-1;-1;0
1657010503;10641;13217;0
1657010601;10322;12737;0
1657010602;-1;-1;0
1657010603;10641;13217;0
1657010701;10322;12737;0
1657010702;-1;-1;0
1657010703;10641;13217;0
1657110201;3468;3861;0
1657110202;3468;3861;0
1657210101;6791;8238;0
1657210102;9400;13017;0
1657210103;6367;7631;0
1657210104;24001;28286;0
1657210201;6791;8238;0
1657210202;17796;25123;0
1657210203;12774;16885;0
1657210204;24001;28286;0
1657310101;4842;6718;0
1657310102;4842;6718;0
1657310201;6040;8225;0
1657310202;6040;8225;0
1657310301;3468;3861;0
1657310302;3468;3861;0
1657400101;34031;46964;0
1657400102;34031;46964;0
1657400201;34031;46964;0
1657400202;34031;46964;0
1657400301;9794;11920;0
1657400302;24001;28286;0
1657400303;24001;28286;0
1657520101;5755;8108;0
1657520102;5755;8108;0
1657520103;5755;8108;0
1657520104;5755;8108;0
1657520201;5755;8108;0
1657520202;5755;8108;0
1657600101;16920;22766;0
1657600102;16920;22766;0
1657600103;5103;7022;0
1657600104;5103;7022;0
1657600201;71993;76350;0
1657600301;9932;11966;0
1657600302;9932;11966;0
1657600401;71993;76350;0
1657720101;3590;4392;0
1657720102;3549;4421;0
1657720103;30;41;0
1657720104;30;41;0
1657720201;151;211;0
1657720202;30;41;0
1657720203;30;41;0
1657720204;30;41;0
1657720301;1404;1910;0
1657720302;1284;1741;0
1657720401;-1;-1;0
1657720402;-1;-1;0
1657810101;3240;3694;0
1657810102;3240;3694;0
1657910101;25198;26002;0
1657910102;25198;26002;0
1657910201;-1;-1;0
1657910202;-1;-1;0
1657910301;9239;12475;0
1657910302;9239;12475;0
1657910401;25198;26002;0
1657910402;25198;26002;0
1658020101;37;45;0
1658020102;5593;7623;0
1658020103;5603;7650;0
1658020104;7324;7448;0
1658020105;7324;7448;0
1658020201;91;-1;1
1658020202;107;-1;1
1658020301;9571;11942;0
1658020302;9571;11942;0
1658020401;4181;5839;0
1658020402;4181;5839;0
1658110301;3555;3727;0
1658110302;3555;3727;0
1658110303;426;-1;1
1658110304;146;-1;1
1658200101;5592;7201;0
1658200102;5592;7201;0
1658200103;6970;7001;0
1658200104;6970;7001;0
1658310101;7037;7336;0
1658310102;7037;7336;0
1658310201;595;694;0
1658310202;595;694;0
1658410201;8462;11104;0
1658410202;8462;11104;0
1658410301;2351;3324;0
1658410302;2351;3324;0
1658510201;3265;3908;0
1658510202;3265;3908;0
1658510301;196;244;0
1658510302;196;244;0
1658610201;10129;13036;0
1658610202;10129;13036;0
1658710101;219;-1;1
1658710102;246;-1;1
1658710201;13159;18133;0
1658710202;13159;18133;0
1658810101;4104;5221;0
1658810102;4104;5221;0
1658810201;291;333;0
1658810202;291;333;0
1658910101;1295;1773;0
1658910102;1295;1773;0
1658910201;17284;20141;0
1658910202;17284;20141;0
1658910301;17807;20972;0
1658910302;17807;20972;0
1658910401;1969;2157;0
1658910402;1969;2157;0
1659010101;172;234;0
1659010102;172;234;0
1659100101;-1;-1;0
1659100102;-1;-1;0
1659100103;2757;3682;0
1659100104;2757;3682;0
1659100201;790;909;0
1659100202;790;909;0
1659200101;5635;6468;0
1659200102;5640;6472;0
1659310101;4292;6069;0
1659310102;4292;6069;0
1659310201;9147;11569;0
1659310202;9147;11569;0
1659310203;165;-1;1
1659310204;79;-1;1
1659310401;4292;6069;0
1659310402;4292;6069;0
1659310501;4292;6069;0
1659310502;4292;6069;0
1659410101;-1;-1;0
1659410102;-1;-1;0
1659410201;-1;-1;0
1659410202;-1;-1;0
1659410501;-1;-1;0
1659410502;-1;-1;0
1659410601;-1;-1;0
1659410602;-1;-1;0
1659500101;6819;9243;0
1659500102;6852;9279;0
1659610101;-1;-1;0
1659610102;-1;-1;0
1659820101;10983;14644;0
1659820102;10982;14642;0
1659820201;420;-1;1
1659820202;357;-1;1
1659820203;331;-1;1
1659820204;260;-1;1
1659820301;1558;1905;0
1659820302;1560;1907;0
1659820401;5554;6686;0
1659820402;5556;6689;0
1659820501;20647;22260;0
1659820502;20647;22263;0
1659820601;2371;3142;0
1659820602;2370;3140;0
1659920101;7386;10348;0
1659920102;7386;10348;0
1659920201;139;-1;1
1659920202;109;-1;1
1659920301;16734;20926;0
1659920302;16734;20926;0
1660010101;-1;-1;0
1660010102;-1;-1;0
1660010201;-1;-1;0
1660010202;-1;-1;0
1660010301;755;887;0
1660010302;755;887;0
1660020101;6903;9717;0
1660020102;6903;9717;0
1660020201;497;631;0
1660020202;497;631;0
1660020203;3650;4297;0
1660020204;3650;4297;0
1660020301;7964;9446;0
1660020302;7964;9446;0
1660110101;5737;7116;0
1660110102;5737;7116;0
1660110201;283;306;0
1660110202;284;306;0
1660110301;-1;-1;0
1660110302;-1;-1;0
1660120101;14354;19930;0
1660120102;14354;19930;0
1660120201;6883;9671;0
1660120202;6883;9671;0
1660120301;14354;19930;0
1660120302;3036;4238;0
1660120303;1540;1685;0
1660120304;14852;20930;0
1660120401;472;543;0
1660120402;472;543;0
1660210101;-1;-1;0
1660210102;-1;-1;0
1660210201;4375;5728;0
1660210202;4375;5728;0
1660310101;240;290;0
1660310102;244;296;0
1660310103;244;296;0
1660310104;244;296;0
1660310201;6322;8940;0
1660310202;6323;8941;0
1660310301;2725;3838;0
1660310302;2726;3839;0
1660400101;12278;16658;0
1660400102;12278;16658;0
1660400201;10132;12257;0
1660400202;10132;12257;0
1660400301;7302;8296;0
1660400302;7302;8296;0
1660400401;10132;12257;0
1660400402;10132;12257;0
1660500101;3443;3577;0
1660500102;3443;3577;0
1660500201;543;707;0
1660500202;543;707;0
1660500301;210;228;0
1660500302;210;228;0
1660500401;-1;-1;0
1660500402;-1;-1;0
1660500403;-1;-1;0
1660500404;-1;-1;0
1660500405;-1;-1;0
1660500406;-1;-1;0
1660500501;2932;3482;0
1660500502;2932;3482;0
1660500601;6176;8701;0
1660500602;6176;8701;0
1660500701;1405;1638;0
1660500702;1405;1638;0
1660500801;1405;1638;0
1660500802;1405;1638;0
1660500901;210;228;0
1660500902;210;228;0
1660501001;1405;1638;0
1660501002;1405;1638;0
1660610101;-1;-1;0
1660610102;-1;-1;0
1660610103;-1;-1;0
1660610104;-1;-1;0
1660610201;8845;11445;0
1660610202;8845;11445;0
1660710101;2881;3230;0
1660710102;2881;3230;0
1660710201;708;990;0
1660710202;708;990;0
1660710203;708;990;0
1660710204;708;990;0
1660710301;3865;4115;0
1660810101;367;-1;1
1660810102;89;-1;1
1660810201;15888;22190;0
1660810202;15888;22190;0
1660810301;6077;8590;0
1660810302;6077;8590;0
1660810401;1508;1919;0
1660810402;1508;1919;0
1660810501;307;401;0
1660810502;307;401;0
1660910101;3296;3864;0
1660910102;3296;3864;0
1660910201;3162;3465;0
1660910202;6241;7034;0
1660910203;7632;10499;0
1660910204;84;-1;1
1660910205;466;-1;1
1660910301;3294;3859;0
1660910302;3294;3859;0
1660910401;3292;3859;0
1660910402;3292;3859;0
1661000101;-1;-1;0
1661000102;-1;-1;0
1661000201;-1;-1;0
1661000202;-1;-1;0
1661000301;-1;-1;0
1661000302;-1;-1;0
1661110101;6937;9652;0
1661110102;6937;9652;0
1661110103;9573;12996;0
1661110104;9573;12996;0
1661110201;8570;11322;0
1661110202;8570;11322;0
1661110401;6806;7219;0
1661110402;6806;7219;0
1661110403;-1;-1;0
1661110404;-1;-1;0
1661310101;6392;9014;0
1661310102;6388;9009;0
1661310103;1742;2274;0
1661310104;1742;2274;0
1661310201;2198;2726;0
1661310202;2193;2721;0
1661310301;103;-1;1
1661310302;411;-1;1
1661310401;390;-1;1
1661310402;236;-1;1
1661400101;-1;-1;0
1661400102;-1;-1;0
1661400103;429;-1;1
1661400104;151;-1;1
1661400201;8911;12079;0
1661400202;8911;12079;0
1661400301;8911;12079;0
1661400302;8911;12079;0
1661400401;5170;7168;0
1661400402;5170;7168;0
1661500201;2315;2940;0
1661500202;2315;2940;0
1661500301;2315;2940;0
1661500302;2315;2940;0
1661710101;194;227;0
1661710102;196;228;0
1661710103;197;-1;1
1661710104;216;-1;1
1661710301;340;-1;1
1661710302;167;-1;1
1661910101;-1;-1;0
1661910102;-1;-1;0
1661910103;-1;-1;0
1661910104;-1;-1;0
1661910201;62;83;0
1661910202;64;88;0
1661910301;701;813;0
1661910302;701;813;0
1661910303;701;813;0
1661910304;701;813;0
1661910401;3040;4283;0
1661910402;3040;4283;0
1661910501;701;813;0
1661910502;701;813;0
1662010101;2245;3149;0
1662010102;-1;-1;0
1662010103;-1;-1;0
1662100101;6614;8330;0
1662100102;6614;8330;0
1662100201;6614;8330;0
1662100202;6614;8330;0
1662100301;1590;2161;0
1662100302;1590;2161;0
1662100401;11410;15375;0
1662100402;11410;15375;0
1662100501;-1;-1;0
1662100502;-1;-1;0
1662100601;10349;13920;0
1662100602;10349;13920;0
1662200101;2480;3495;0
1662200102;2412;3396;0
1662200103;72;99;0
1662300101;16228;22864;0
1662300102;16228;22864;0
1662400101;1593;2033;0
1662400102;1593;2033;0
1662400201;-1;-1;0
1662400202;-1;-1;0
1662400203;-1;-1;0
1662400204;-1;-1;0
1662510101;1468;1952;0
1662510102;1466;1950;0
1662510201;1805;2238;0
1662510202;1795;2227;0
1662510301;3604;4988;0
1662510302;3603;4988;0
1662610101;-1;-1;0
1662610102;-1;-1;0
1662610201;-1;-1;0
1662610202;-1;-1;0
1662710101;2315;3204;0
1662710102;2315;3204;0
1663010101;274;372;0
1663010102;274;372;0
1663010103;212;-1;1
1663010104;167;-1;1
1663120101;14165;17882;0
1663120301;27838;39118;0
1663120302;27838;39118;0
1663120303;2440;3411;0
1663120304;2440;3411;0
1663310101;2927;3083;0
1663310102;2927;3083;0
1663310401;4674;6584;0
1663310402;4674;6584;0
1663310501;1023;1307;0
1663310502;1023;1307;0
1663410201;7715;7830;0
1663410202;7715;7830;0
1663410301;506;-1;1
1663410302;231;-1;1
1663410303;2351;2924;0
1663410304;2351;2924;0
1663510201;2221;2656;0
1663510202;2221;2654;0
1663510301;7792;9712;0
1663510302;7790;9711;0
1663810101;-1;-1;0
1663810201;768;947;0
1663810202;768;947;0
1663910201;14362;19514;0
1663910202;-1;-1;0
1663910301;17581;24786;0
1663910302;17581;24786;0
1663910401;6340;8137;0
1663910402;6340;8137;0
1663910501;480;668;0
1663910502;480;668;0
1663910601;-1;-1;0
1663910602;-1;-1;0
1664000301;406;-1;1
1664000302;208;-1;1
1664100201;-1;-1;0
1664100202;-1;-1;0
1664200101;7503;8362;0
1664200102;7503;8362;0
1664200201;18196;25720;0
1664200202;18196;25720;0
1664300201;1111;1289;0
1664300202;1116;1289;0
1664300203;-1;-1;0
1664300204;-1;-1;0
1664410101;-1;-1;0
1664410102;-1;-1;0
1664410201;204;232;0
1664410401;14048;19465;0
1664410402;14083;19510;0
1664510101;191;208;0
1664510102;191;208;0
1664510201;-1;-1;0
1664510202;-1;-1;0
1664510501;9064;12698;0
1664510502;9064;12698;0
1664610101;8411;9022;0
1664610102;8411;9022;0
1664610201;449;634;0
1664610202;449;634;0
1664610401;13952;19339;0
1664610402;13952;19339;0
1664710101;15332;21381;0
1664710102;15332;21381;0
1664710201;-1;-1;0
1664710202;-1;-1;0
1664710203;-1;-1;0
1664710204;-1;-1;0
1664810101;6630;8300;0
1664810102;6630;8300;0
1664810201;6630;8300;0
1664810202;6630;8300;0
1664810301;6630;8300;0
1664810302;6630;8300;0
1664910201;-1;-1;0
1664910202;-1;-1;0
1665020101;19476;27492;0
1665020102;19476;27492;0
1665020201;19476;27492;0
1665020202;19476;27492;0
1665020401;127;178;0
1665020402;127;178;0
1665020501;127;178;0
1665020502;127;178;0
1665100101;11952;15060;0
1665100102;11952;15060;0
1665100201;2579;3370;0
1665100202;2579;3370;0
1665200101;8827;9314;0
1665200102;8827;9314;0
1665200201;2420;3417;0
1665200202;2420;3417;0
1665200301;11091;15505;0
1665200302;11091;15505;0
1665310101;618;816;0
1665310102;618;816;0
1665310201;8068;9029;0
1665310202;8068;9029;0
1665310301;3628;5040;0
1665310302;3628;5040;0
1665310401;1067;1083;0
1665310402;1067;1083;0
1665420101;-1;-1;0
1665420102;-1;-1;0
1665510101;8858;9484;0
1665510102;8860;9485;0
1665510201;8112;8836;0
1665510202;8112;8835;0
1665510401;-1;-1;0
1665510402;-1;-1;0
1665510501;6283;6320;0
1665510502;6285;6320;0
1665600201;-1;-1;0
1665600202;-1;-1;0
1665600301;810;1146;0
1665600302;810;1146;0
1665600401;810;1146;0
1665600402;810;1146;0
1665710201;6472;7755;0
1665710202;6550;7832;0
1665710203;102;-1;1
1665710204;265;-1;1
1665810101;-1;-1;0
1665810102;-1;-1;0
1665810103;-1;-1;0
1665810104;-1;-1;0
1665810301;369;513;0
1665810302;369;513;0
1665810401;8538;9095;0
1665810402;8538;9095;0
1665810501;498;612;0
1665810502;6071;8584;0
1665810503;5833;8236;0
1665930101;14241;19305;0
1665930102;14241;19305;0
1665930201;9260;12380;0
1665930202;9260;12380;0
1665930301;6060;8525;0
1665930302;6060;8525;0
1666010101;-1;-1;0
1666010102;-1;-1;0
1666010201;-1;-1;0
1666010202;-1;-1;0
1666010301;11766;16386;0
1666010302;11766;16386;0
1666110101;754;1012;0
1666110102;754;1012;0
1666110201;12688;17686;0
1666110202;8191;11052;0
1666110203;3461;4821;0
1666110204;8988;11316;0
1666110401;12688;17686;0
1666110402;8191;11052;0
1666110403;3460;4818;0
1666110404;8984;11313;0
1666110501;12694;17705;0
1666110502;8217;11071;0
1666110503;3458;4816;0
1666110504;8982;11311;0
1666220101;4855;6758;0
1666220102;4855;6758;0
1666220103;227;-1;1
1666220104;297;-1;1
1666220201;12305;17262;0
1666220202;12305;17262;0
1666320101;4467;5409;0
1666320102;4467;5409;0
1666320103;114;-1;1
1666320104;130;-1;1
1666410101;10025;13310;0
1666410102;10025;13310;0
1666410201;20731;29299;0
1666410202;20731;29299;0
1666410203;264;-1;1
1666410204;231;-1;1
1666500101;12248;17173;0
1666500102;12248;17173;0
1666500201;7229;9353;0
1666500202;1261;1728;0
1666500203;6653;9224;0
1666500301;1383;1953;0
1666500302;1383;1953;0
1666500303;508;-1;1
1666500304;158;-1;1
1666500401;7671;9149;0
1666500402;7671;9149;0
1666610201;5980;8452;0
1666610202;5981;8453;0
1666610301;502;705;0
1666610302;503;707;0
1666710101;-1;-1;0
1666710102;-1;-1;0
1666710201;9761;13152;0
1666710202;9744;13150;0
1666710301;6997;7571;0
1666710302;6963;7569;0
1666710401;517;620;0
1666710402;554;-1;1
1666800101;4717;6614;0
1666800102;4717;6614;0
1666800103;4717;6614;0
