Persona;Edad
22926101;48
22926102;61
22926103;54
22926104;56
22926105;79
22926106;21
22926107;15
22926108;9
22927001;48
22927002;46
22927003;25
22927004;23
22927005;22
22928101;37
22928102;36
22928103;12
22929001;65
22929002;60
22929003;21
22929004;42
22929005;5
22930201;52
22931101;46
22931102;68
22931103;22
22931104;50
22931105;74
22931106;24
22931107;13
22931108;6
22932201;54
22932202;53
22932203;21
22932204;15
22933201;40
22933202;37
22933203;19
22933204;16
22933205;4
22934101;42
22934102;21
22934103;20
22934104;19
22934105;4
22934106;5
22935101;33
22935102;33
22935103;14
22935104;8
22935105;2
22936101;60
22936102;30
22936103;58
22936104;24
22937101;68
22937102;58
22937103;23
22938101;51
22938102;59
22939101;37
22939102;34
22939103;19
22939104;14
22939105;10
22940101;28
22940102;32
22940103;71
22940104;65
22940105;11
22940106;2
22941101;55
22941102;30
22941103;29
22941104;7
22941105;0
22942101;53
22942102;59
22943201;52
22943202;35
22943203;27
22943204;9
22943205;0
22944101;26
22944102;40
22944103;17
22944104;11
22945101;26
22945102;28
22945103;4
22946101;69
22946102;63
22947101;51
22947102;51
22947103;18
22947104;12
22948201;56
22948202;53
22949101;40
22949102;39
22949103;19
22949104;11
22949105;2
22950201;53
22950202;52
22950203;52
22950204;7
22951101;64
22952101;31
22952102;25
22952103;8
22953101;33
22953102;36
22953103;79
22953104;27
22954101;64
22954102;4
22955101;48
22955102;47
22955103;17
22955104;15
22955105;13
22956101;33
22956102;32
22956103;12
22956104;4
22957201;52
22957202;44
22957203;13
22957204;11
22958101;43
22958102;38
22958103;19
22958104;15
22958105;12
22959101;67
22959102;29
22960101;44
22960102;39
22960103;13
22960104;8
22960105;6
22961101;60
22961102;58
22961103;23
22962101;57
22962102;54
22962103;24
22962104;18
22963301;52
22963302;52
22963303;24
22963304;19
22964201;61
22964202;62
22964203;34
22964204;16
22964205;15
22964206;13
22964207;8
22965101;40
22965102;51
22965103;24
22965104;22
22965105;20
22965106;15
22965107;14
22965108;3
22965109;0
22966001;41
22966002;41
22966003;14
22966004;13
22967101;43
22967102;17
22967103;7
22968101;45
22968102;45
22968103;20
22969001;39
22969002;36
22969003;18
22969004;20
22970101;44
22970102;44
22970103;27
22970104;22
22970105;26
22971201;48
22971202;47
22971203;25
22971204;14
22972101;47
22972102;36
22972103;12
22972104;0
22973101;58
22973102;47
22974001;52
22974002;49
22974003;30
22974004;15
22974005;23
22975101;62
22975102;60
22975103;32
22975104;12
22976101;47
22976102;44
22976103;21
22977101;35
22977102;27
22977103;6
22977104;4
22978101;46
22978102;42
22978103;17
22978104;14
22979001;49
22979002;51
22979003;26
22979004;21
22979005;9
22980101;42
22980102;24
22980103;19
22980104;14
22980105;5
22980106;1
22981101;59
22981102;58
22981103;18
22981104;3
22982101;40
22982102;36
22982103;16
22982104;4
22983101;30
22983102;30
22983103;11
22983104;6
22984301;22
22984302;32
22984303;72
22985101;56
22985102;18
22985103;12
22986101;57
22986102;56
22986103;38
22986104;23
22986105;4
22987101;21
22987102;19
22987103;3
22988101;50
22988102;52
22988103;25
22988104;21
22988105;14
22988106;33
22988107;3
22989101;74
22989102;73
22990101;57
22990102;52
22990103;27
22990104;25
22990105;23
22990106;20
22991101;69
22991102;60
22991103;27
22991104;25
22992101;39
22992102;37
22992103;19
22992104;17
22992105;14
22992106;12
22992107;10
22993001;46
22993002;68
22993003;69
22993004;74
22993005;24
22993006;24
22993007;4
22994101;30
22994102;29
22994103;12
22995101;82
22995102;56
22995103;34
22995104;31
22995105;23
22996001;46
22996002;50
22996003;22
22996004;22
22996005;7
22997101;45
22997102;41
22997103;10
22998101;44
22998102;48
22998103;77
22998104;28
22998105;26
22998106;22
22998107;12
22998108;22
22999101;48
22999102;47
22999103;17
22999104;6
23000101;56
23000102;56
23000103;31
23000104;25
23001101;69
23001102;68
23001103;45
23002101;66
23003101;56
23003102;58
23003103;26
23003104;7
23004001;35
23004002;28
23004003;5
23004004;0
23005101;71
23005102;69
23005103;43
23005104;15
23006001;45
23006002;44
23006003;84
23006004;20
23006005;12
23006006;6
23007001;47
23007002;41
23007003;21
23007004;15
23008101;18
23008102;15
23008103;33
23008104;9
23008105;3
23008106;36
23009101;54
23009102;47
23009103;25
23009104;23
23009105;22
23009106;18
23009107;2
23010001;57
23010002;29
23010003;14
23010004;31
23010005;6
23011101;44
23011102;38
23011103;20
23012101;69
23012102;33
23012103;13
23013101;63
23013102;65
23014101;37
23014102;33
23014103;5
23014104;1
23015101;51
23016201;74
23016202;75
23016203;52
23016204;47
23017001;68
23017002;72
23017003;46
23018101;67
23019201;47
23019202;52
23019203;14
23019204;11
23020101;50
23020102;53
23020103;18
23020104;27
23020105;27
23020106;14
23021201;55
23021202;57
23021203;27
23021204;92
23021205;55
23022001;51
23022002;50
23022003;30
23022004;26
23022005;14
23022006;9
23022007;9
23022008;75
23023101;53
23023102;47
23023103;5
23024101;22
23024102;21
23024103;5
23024104;0
23026101;70
23027101;49
23027102;49
23027103;22
23027104;11
23028101;38
23028102;41
23028103;21
23028104;12
23028105;1
23029101;57
23029102;67
23030101;37
23030102;30
23030103;13
23030104;11
23030105;9
23030106;6
23031101;33
23032001;47
23032002;43
23032003;17
23033101;62
23033102;58
23033103;39
23033104;38
23033105;27
23033106;16
23033107;11
23033108;21
23033109;7
23034101;53
23034102;54
23034103;26
23035301;77
23035302;51
23035303;57
23036001;83
23036002;80
23036003;51
23036004;20
23037101;64
23037102;56
23037103;11
23037104;9
23037105;7
23038201;59
23038202;34
23038203;68
23038204;27
23039101;32
23039102;27
23039103;32
23039104;54
23040001;64
23040002;66
23041101;61
23041102;53
23041103;28
23041104;28
23042101;23
23042102;21
23042103;5
23043101;79
23044001;41
23044002;43
23044003;21
23044004;7
23045201;46
23045202;42
23045203;19
23045204;11
23046001;46
23046002;49
23046003;18
23046004;16
23046005;11
23047101;68
23047102;68
23047103;42
23048001;77
23048002;46
23049101;24
23049102;20
23049103;20
23049104;20
23049105;46
23050101;39
23050102;41
23050103;71
23050104;13
23051101;51
23051102;62
23052101;61
23053101;56
23053102;53
23053103;31
23053104;24
23053105;12
23053106;7
23054101;66
23054102;31
23054103;62
23055101;44
23055102;47
23055103;18
23055104;14
23055105;8
23056101;58
23056102;53
23056103;10
23057101;60
23057102;50
23058101;47
23058102;48
23058103;21
23058104;18
23059101;42
23059102;38
23059103;4
23059104;12
23059105;19
23060101;81
23060102;57
23060103;22
23061001;53
23061002;26
23061003;7
23062101;20
23062102;67
23062103;29
23062104;7
23062105;5
23063101;53
23063102;51
23063103;31
23063104;28
23063105;26
23063106;13
23063107;6
23063108;4
23063109;3
23064001;52
23064002;25
23064003;27
23064004;52
23065101;48
23065102;48
23065103;16
23065104;17
23065105;18
23065106;38
23066001;47
23066002;45
23066003;26
23066004;18
23067101;56
23067102;50
23067103;17
23068101;80
23068102;72
23069101;41
23069102;17
23069103;13
23069104;5
23069105;44
23070101;75
23070102;80
23070103;49
23070104;13
23071101;42
23071102;37
23071103;16
23071104;11
23072101;36
23072102;29
23072103;9
23072104;4
23073101;52
23073102;50
23073103;24
23074101;37
23074102;38
23074103;4
23075101;50
23075102;46
23075103;25
23075104;17
23075105;7
23076101;49
23076102;22
23077101;48
23077102;49
23077103;27
23077104;23
23077105;20
23078201;44
23078202;16
23078203;12
23079101;52
23080101;31
23080102;12
23081001;59
23081002;30
23081003;58
23081004;24
23081005;58
23082101;27
23082102;24
23082103;5
23083101;60
23083102;58
23083103;38
23083104;5
23083105;15
23084101;51
23084102;21
23084103;12
23084104;23
23084105;1
23085101;54
23085102;52
23085103;20
23085104;12
23086101;32
23086102;16
23086103;9
23086104;6
23087101;46
23087102;9
23088101;73
23089101;47
23089102;44
23089103;26
23089104;24
23089105;20
23090101;53
23090102;61
23090103;37
23091101;47
23091102;11
23092101;76
23092102;24
23092103;54
23093001;35
23093002;33
23093003;17
23093004;15
23093005;13
23093006;8
23093101;50
23093102;46
23093103;6
23094101;60
23094102;55
23094103;35
23094104;26
23094105;7
23095101;48
23095102;38
23095103;20
23095104;11
23095105;9
23095106;3
23096101;50
23096102;50
23096103;26
23096104;11
23096105;1
23097101;51
23097102;61
23098101;44
23098102;38
23098103;9
23098104;5
23099101;48
23099102;44
23099103;20
23099104;21
23100001;38
23100002;37
23100003;13
23100004;12
23101201;59
23101202;60
23101203;38
23102001;62
23102002;46
23102003;40
23102004;21
23102005;3
23103101;36
23103102;18
23103103;3
23104101;51
23104102;49
23104103;23
23104104;21
23104105;20
23104106;5
23105101;65
23105102;60
23105103;19
23105104;23
23106101;63
23106102;60
23106103;23
23107001;50
23107002;46
23107003;15
23107004;11
23108101;80
23108102;72
23109001;78
23109002;57
23110101;39
23110102;39
23110103;19
23110104;13
23110105;1
23111101;43
23111102;45
23111103;18
23111104;21
23111105;11
23112001;81
23112002;9
23112003;19
23112004;45
23112101;31
23112102;27
23112103;4
23112104;0
23113101;43
23113102;46
23113103;20
23113104;9
23114101;66
23114102;28
23114103;52
23115101;30
23115102;50
23115103;35
23115104;33
23116101;40
23116102;34
23116103;7
23116104;6
23117101;32
23117102;35
23118101;45
23118102;49
23118103;25
23118104;22
23118105;15
23120101;37
23120102;27
23120103;3
23121101;78
23122101;27
23122102;20
23122103;3
23122104;1
23123101;58
23123102;39
23123103;22
23123104;10
23124101;65
23125101;48
23125102;27
23125103;25
23125104;5
23125105;10
23125106;8
23125107;51
23126101;56
23126102;54
23126103;27
23127201;13
23127202;41
23127203;36
23128001;85
23128002;55
23128003;54
23128004;46
23128005;17
23129101;40
23129102;8
23130101;52
23130102;52
23130103;38
23131101;43
23131102;47
23132101;50
23132102;50
23132103;21
23133101;80
23133102;50
23134101;49
23134102;52
23134103;23
23134104;2
23135101;44
23135102;42
23135103;23
23135104;42
23135105;17
23135106;12
23135107;8
23136101;64
23137001;54
23137002;20
23138101;51
23138102;21
23138103;52
23139201;65
23139202;52
23140101;50
23140102;17
23140103;28
23140104;25
23140105;25
23141101;60
23141102;56
23141103;23
23141104;20
23141105;16
23142101;45
23142102;44
23142103;20
23142104;19
23142105;12
23142106;2
23143101;47
23143102;18
23143103;12
23144101;49
23144102;20
23144103;46
23144104;16
23145101;64
23145102;67
23146101;41
23146102;41
23146103;23
23146104;16
23146105;4
23146106;2
23147101;38
23147102;34
23147103;16
23147104;14
23147105;8
23147106;7
23147107;5
23148001;54
23148002;53
23148003;19
23148004;3
23148005;1
23149101;56
23149102;63
23149103;27
23149104;23
23149105;3
23150101;31
23150102;1
23151201;72
23152101;61
23153001;50
23153002;25
23153003;4
23154101;21
23154102;23
23154103;51
23154104;12
23154105;9
23154106;1
23155101;56
23155102;49
23155103;18
23156101;71
23156102;49
23156103;28
23157101;63
23157102;62
23157103;34
23157104;30
23157105;7
23157106;27
23158201;30
23158202;32
23158203;10
23159101;79
23159102;28
23160101;73
23160102;85
23161101;76
23161102;64
23161103;39
23162001;52
23162002;63
23162003;24
23162004;22
23163001;74
23163002;36
23163003;10
23163004;4
23164201;65
23164202;70
23164203;41
23164204;40
23164205;14
23164206;12
23164207;7
23165101;43
23165102;42
23165103;25
23166101;45
23166102;38
23166103;15
23166104;18
23167201;45
23167202;53
23167203;22
23167204;17
23167205;15
23168101;49
23168102;34
23169201;45
23169202;42
23169203;20
23169204;14
23169205;7
23169206;49
23170101;43
23170102;34
23170103;15
23170104;1
23171201;62
23171202;53
23171203;32
23171204;14
23171205;13
23172001;61
23172002;28
23172003;22
23172004;20
23172005;2
23172006;0
23173101;40
23173102;20
23173103;4
23174001;51
23174002;56
23174003;20
23174004;26
23174005;24
23175101;72
23175102;71
23175103;20
23175201;48
23175202;47
23175203;27
23175204;20
23175205;8
23176101;82
23176102;75
23177001;36
23177002;18
23177003;16
23177004;7
23177005;1
23178101;57
23178102;19
23178103;26
23178104;25
23179201;27
23179202;56
23180001;21
23180002;24
23180003;54
23180004;56
23181101;15
23181102;50
23181103;46
23182001;38
23182002;35
23182003;17
23182004;3
23182005;3
23183201;80
23183202;57
23183203;53
23183204;51
23183205;23
23183206;21
23184001;51
23184002;51
23184003;15
23184004;6
23185101;49
23185102;47
23185103;19
23186101;45
23186102;42
23186103;15
23186104;6
23187101;49
23187102;33
23187103;13
23187104;12
23187105;5
23188101;65
23188102;52
23189101;36
23189102;37
23189103;11
23190101;62
23190102;59
23191101;50
23191102;52
23191103;73
23191104;42
23192101;54
23192102;45
23192103;18
23192104;15
23193101;62
23193102;49
23193103;20
23193104;19
23193105;13
23193106;11
23193107;3
23194101;41
23194102;40
23194103;18
23194104;9
23195101;45
23195102;13
23195103;4
23196001;53
23196101;32
23196102;40
23196103;2
23198101;51
23198102;52
23198103;26
23198104;22
23199101;51
23199102;50
23200001;42
23200002;38
23200003;8
23200004;4
23200005;2
23201101;24
23201102;24
23201103;6
23202001;45
23202002;38
23202003;21
23202004;17
23202005;5
23203001;57
23203002;61
23203003;32
23203004;24
23203005;39
23203006;12
23204101;57
23204102;54
23205101;60
23205102;55
23205103;27
23205104;25
23206101;58
23206102;59
23206103;30
23206104;29
23206105;12
23207101;64
23207102;43
23207103;21
23207104;44
23207105;22
23207106;38
23207107;67
23207108;7
23208101;73
23208102;75
23208103;53
23208104;36
23208105;40
23208106;46
23208107;44
23208108;25
23209001;54
23209002;34
23209003;36
23209004;12
23209005;7
23209006;5
23210001;49
23210002;49
23210003;24
23210004;21
23211001;35
23211002;32
23211003;17
23211004;12
23212101;65
23212102;17
23213101;77
23213102;66
23214101;51
23214102;58
23215101;37
23215102;31
23215103;9
23215104;5
23216101;82
23216102;70
23217101;41
23217102;38
23217103;16
23217104;12
23217105;5
23218101;50
23218102;48
23218103;21
23218104;10
23219101;67
23219102;58
23220101;55
23220102;54
23220103;17
23221101;27
23221102;10
23221103;3
23221104;1
23222001;30
23222002;27
23222003;53
23222004;7
23223101;79
23224001;57
23224002;56
23224003;10
23224004;26
23225001;37
23225002;35
23225003;14
23225004;10
23226101;54
23226102;74
23226103;52
23226104;76
23226105;21
23226106;14
23226107;5
23227101;59
23227102;15
23227103;21
23228101;60
23228102;56
23229001;26
23229002;21
23229003;4
23229004;2
23230101;57
23230102;54
23230103;18
23231101;43
23231102;36
23231103;18
23232201;57
23232202;56
23232203;32
23232204;21
23233101;57
23233102;68
23233103;39
23233104;13
23233105;12
23233106;12
23233107;3
23234101;79
23234102;50
23234103;20
23235101;35
23235102;35
23235103;13
23235104;2
23236201;56
23237101;61
23237102;31
23237103;50
23238101;90
23238102;80
23238103;23
23238104;43
23239001;56
23239002;56
23239003;32
23239004;30
23239005;24
23239006;3
23240101;69
23240102;59
23241101;63
23241102;58
23242001;28
23242002;9
23242003;27
23243001;48
23243002;44
23243003;14
23244001;83
23244002;23
23245101;49
23245102;42
23245103;12
23245104;10
23246201;39
23246202;35
23246203;17
23246204;12
23246205;1
23247101;65
23247102;66
23247103;29
23248201;56
23248202;52
23248203;25
23249101;10
23249102;13
23249103;38
23249104;77
23249105;44
23250101;49
23250102;46
23250103;21
23251101;45
23251102;43
23251103;23
23251104;7
23251105;4
23252101;52
23252102;50
23253001;37
23253002;33
23253003;3
23254201;56
23254202;79
23254203;58
23255201;65
23255202;56
23255203;30
23255204;18
23256101;53
23256102;56
23257101;68
23257102;39
23258101;68
23258102;55
23258103;28
23258104;26
23259101;46
23259102;39
23259103;19
23259104;13
23260101;56
23260102;58
23261001;51
23261002;44
23261003;18
23261004;13
23261005;11
23262101;26
23262102;31
23262103;15
23262104;3
23263101;40
23263102;44
23263103;22
23263104;17
23263105;11
23263106;5
23264001;58
23264002;49
23264003;28
23264004;17
23265101;60
23265102;59
23265103;75
23266201;55
23266202;67
23267101;56
23267102;36
23267103;13
23267104;35
23267105;19
23267106;27
23267107;2
23268101;50
23268102;38
23269201;44
23269202;15
23269203;7
23269204;44
23270101;70
23270102;45
23270103;23
23270104;22
23270105;10
23271201;49
23271202;50
23271203;26
23271204;21
23271205;21
23271206;4
23272101;69
23272102;67
23273101;58
23273102;58
23273103;31
23273104;38
23273105;6
23273106;12
23274001;28
23275001;39
23275002;37
23275003;15
23276101;27
23276102;26
23276103;5
23277101;53
23277102;56
23277103;24
23278101;67
23278102;53
23278103;22
23278104;20
23279101;72
23279102;48
23279103;12
23280001;54
23280002;50
23281101;42
23281102;41
23281103;13
23281104;17
23282201;67
23282202;55
23282203;21
23283201;22
23283202;18
23283203;56
23284201;50
23284202;48
23284203;20
23284204;17
23285201;41
23285202;41
23285203;15
23285204;10
23286101;50
23286102;49
23286103;19
23287101;52
23287102;53
23287103;24
23287104;10
23288001;48
23288002;28
23288003;21
23288004;10
23289101;69
23289102;59
23289103;37
23289104;33
23289105;36
23290101;46
23290102;46
23290103;20
23290104;19
23291101;49
23291102;40
23291103;25
23291104;21
23291105;1
23292101;57
23292102;64
23292103;7
23293201;68
23293202;36
23293203;19
23294101;57
23294102;57
23294103;26
23294104;22
23295101;27
23295102;33
23295103;3
23296101;65
23296102;41
23296103;23
23296104;61
23296105;3
23297101;55
23297102;56
23297103;32
23297104;26
23298101;57
23298102;49
23298103;24
23298104;18
23299001;67
23299002;80
23300201;27
23300202;25
23300203;8
23300204;17
23300205;37
23301201;42
23301202;42
23301203;19
23301204;10
23301205;3
23302101;76
23302102;74
23303101;83
23303102;54
23303103;18
23303104;13
23304001;43
23304002;40
23304003;18
23304004;12
23305001;52
23305002;52
23305003;26
23305004;16
23306101;49
23306102;56
23306103;25
23307101;50
23307102;74
23308101;70
23308102;59
23308103;32
23308104;32
23308105;4
23309001;52
23309002;52
23309003;27
23309004;18
23310101;60
23310102;35
23310103;40
23310104;41
23310105;26
23310106;8
23311101;34
23311102;43
23311103;13
23311104;6
23312001;74
23312002;46
23313001;32
23313002;47
23313003;9
23314101;42
23314102;46
23314103;3
23315101;69
23315102;36
23315103;8
23316101;46
23316102;13
23316103;9
23316104;44
23317101;59
23317102;57
23318101;60
23318102;54
23318103;22
23319101;55
23319102;57
23319103;21
23319104;18
23320101;65
23320102;47
23320103;20
23320104;23
23320105;1
23321001;52
23321002;17
23322001;50
23322002;44
23322003;20
23322004;16
23322005;11
23322006;21
23322007;1
23323101;28
23323102;25
23323103;3
23324201;57
23324202;56
23324203;65
23324204;26
23324205;25
23324206;23
23325101;47
23325102;43
23325103;23
23325104;20
23325105;6
23326101;63
23326102;60
23327201;51
23327202;15
23327203;9
23327204;3
23328101;37
23328102;36
23328103;14
23328104;7
23328105;1
23329101;25
23329102;7
23329103;4
23329104;2
23330101;40
23330102;45
23330103;11
23331301;41
23331302;43
23331303;8
23332101;53
23332102;14
23333001;46
23333002;25
23333003;28
23333004;23
23333005;15
23333006;4
23333007;2
23333008;1
23333009;6
23334101;35
23334102;34
23334103;6
23335101;43
23336101;62
23336102;61
23337001;75
23337002;69
23337003;37
23338101;67
23338102;64
23338103;45
23338201;85
23338202;56
23339101;49
23339102;44
23339103;22
23339104;21
23339201;31
23339202;28
23339203;22
23340101;47
23340102;41
23340103;25
23340104;17
23341101;33
23341102;44
23341103;23
23342101;43
23342102;40
23343101;52
23343102;45
23343103;9
23344101;41
23344102;13
23344103;14
23345101;54
23345102;51
23346101;52
23346102;53
23346103;50
23347101;53
23347102;47
23347103;27
23347104;21
23347105;16
23347106;4
23348101;49
23348102;48
23348103;29
23348104;12
23349201;33
23349202;40
23349203;14
23349204;4
23350101;61
23350102;61
23350103;40
23350104;31
23350105;20
23351201;36
23351202;61
23351203;10
23352101;48
23352102;54
23352103;31
23352104;17
23352105;12
23352106;42
23353101;39
23353102;30
23354101;43
23354102;26
23354103;4
23355101;71
23356101;59
23356102;60
23357101;39
23357102;27
23357103;6
23357104;3
23358001;33
23358002;50
23358003;49
23359201;70
23359202;31
23359203;26
23360001;56
23360002;43
23360003;10
23361101;72
23362101;53
23362102;79
23363101;74
23364101;36
23364102;25
23364103;3
23365101;52
23365102;56
23365103;25
23365104;19
23365105;1
23366101;70
23366102;63
23366103;23
23367101;55
23367102;60
23367103;35
23367104;83
23367105;30
23367106;16
23367107;14
23368101;46
23368102;45
23368103;10
23368104;7
23369101;41
23369102;37
23369103;60
23369104;17
23370101;28
23370102;36
23371101;63
23371102;58
23372101;53
23372102;50
23372103;31
23372104;23
23372105;14
23372106;2
23373101;63
23373102;58
23373103;33
23373104;26
23373105;23
23374001;54
23374002;55
23374003;17
23375101;78
23375102;61
23376101;23
23376102;28
23376103;5
23377101;47
23377102;11
23378101;56
23378102;24
23378103;19
23378104;29
23378105;2
23379101;26
23379102;27
23379103;6
23380201;23
23380202;56
23380203;1
23381101;70
23381102;40
23381103;68
23382001;63
23382002;57
23382003;16
23383101;52
23383102;16
23383103;3
23383104;47
23385101;35
23385102;47
23385103;30
23385104;11
23385105;4
23386101;53
23386102;21
23386103;18
23387101;76
23387102;70
23387103;20
23388101;47
23388102;47
23388103;21
23388104;20
23389101;38
23389102;19
23390101;53
23390102;27
23390103;9
23390104;9
23390105;4
23391101;44
23391102;34
23391103;16
23391104;5
23392101;57
23392102;38
23392103;31
23393101;75
23393102;69
23393103;18
23393104;31
23394201;45
23394202;48
23394203;22
23394204;16
23395001;41
23395002;39
23395003;20
23395004;14
23395005;8
23395006;6
23395007;21
23396101;57
23396102;56
23396103;33
23396104;19
23397201;57
23397202;52
23397203;17
23397204;29
23398201;57
23398202;50
23398203;7
23399101;51
23399102;35
23399103;35
23399104;7
23399105;53
23400101;57
23400102;59
23400103;22
23401001;52
23401002;60
23401003;31
23401004;24
23401005;1
23404101;55
23404102;52
23404103;19
23404104;18
23404105;11
23405101;35
23405102;37
23405103;14
23405104;9
23405105;3
23406001;44
23406002;44
23406003;19
23406004;13
23407001;39
23407002;41
23407003;15
23407004;10
23407005;6
23408001;69
23408002;20
23409001;63
23410101;39
23410102;38
23410103;17
23410104;13
23410105;7
23411101;70
23411102;46
23411103;45
23411104;44
23412001;41
23412002;19
23412003;17
23412004;9
23412005;42
23413101;79
23413102;73
23414101;32
23414102;30
23414103;0
23415101;41
23415102;38
23415103;14
23415104;12
23416001;57
23416002;30
23416003;24
23416004;19
23417101;52
23417102;51
23417103;22
23417104;18
23417105;12
23418101;29
23418102;24
23419201;32
23419202;33
23419203;3
23419204;2
23419205;0
23420101;48
23420102;42
23420103;22
23420104;13
23421101;55
23421102;54
23422101;46
23422102;27
23422103;24
23422104;20
23422105;12
23422106;9
23423101;85
23423102;78
23423103;42
23423104;46
23424101;35
23424102;4
23424103;7
23425101;23
23425102;26
23425103;19
23425104;19
23426101;39
23426102;47
23426103;70
23426104;18
23426105;14
23427101;72
23427102;68
23428101;27
23428102;44
23428103;25
23428104;43
23428105;15
23428106;14
23429101;28
23429102;25
23429103;5
23429104;3
23430101;62
23430102;20
23430103;28
23430104;2
23430105;29
23431101;52
23431102;48
23431103;13
23431104;37
23431105;10
23431106;83
23432001;37
23432002;18
23433101;48
23433102;18
23433103;47
23433104;73
23434101;65
23434102;64
23434103;26
23435101;48
23435102;48
23435103;18
23436101;47
23436102;21
23436103;20
23437101;27
23437102;30
23437103;7
23438201;47
23438202;45
23438203;16
23438204;10
23439001;34
23439002;5
23439003;3
23440201;38
23440202;34
23440203;15
23440204;3
23441101;37
23441102;26
23441103;7
23441104;0
23442101;26
23442102;25
23442103;3
23442104;26
23443101;79
23443102;52
23444001;47
23444002;38
23444003;18
23444004;14
23445101;49
23445102;32
23446101;50
23446102;48
23446103;31
23446104;23
23446105;9
23447201;40
23447202;38
23447203;6
23448001;48
23448002;49
23448003;27
23448004;25
23448005;31
23449101;66
23449102;38
23449103;26
23449104;26
23449105;10
23449106;12
23449107;0
23450101;84
23450102;52
23450103;24
23450104;3
23451101;56
23451102;56
23452101;49
23452102;19
23452103;23
23452104;21
23452105;3
23453101;29
23453102;48
23454101;37
23454102;38
23454103;14
23454104;3
23455001;73
23455002;48
23455003;32
23456001;50
23457101;16
23457102;19
23457103;10
23457104;38
23458301;37
23458302;17
23458303;10
23458304;1
23459001;50
23459002;50
23459003;26
23459004;23
23459005;9
23460101;58
23460102;52
23460103;20
23461101;84
23461102;55
23461103;55
23461104;56
23461105;32
23462201;40
23462202;35
23462203;5
23463101;80
23463102;66
23463103;37
23463104;5
23464201;56
23464202;10
23464203;6
23464204;40
23465301;50
23465302;16
23465303;15
23465304;81
23466001;61
23466002;59
23466003;27
23467101;55
23467102;57
23467103;33
23467104;28
23467105;29
23467106;34
23468101;54
23468102;45
23468103;26
23468104;23
23468105;15
23468106;17
23469101;57
23469102;58
23469103;21
23470101;55
23470102;61
23470103;34
23470104;28
23471201;55
23471202;17
23472101;28
23472102;33
23472103;12
23473101;51
23473102;50
23473103;21
23474101;79
23474102;70
23475001;37
23475002;43
23475003;9
23475004;6
23476101;42
23476102;43
23476103;17
23476104;12
23477101;37
23477102;32
23477103;16
23477104;8
23477105;3
23478101;80
23478102;17
23479101;48
23479102;47
23479103;22
23479104;15
23480101;72
23480102;68
23481101;69
23481102;50
23481103;18
23482001;66
23482002;31
23482003;10
23483101;55
23483102;53
23483103;24
23484101;69
23484102;39
23484103;29
23484104;18
23484105;7
23485001;46
23485002;27
23485003;24
23485004;18
23485005;47
23486001;33
23486002;31
23486003;14
23486004;10
23486005;2
23487101;23
23487102;20
23489101;74
23489102;73
23489103;55
23489104;29
23489105;49
23489106;53
23489107;28
23490101;48
23490102;44
23490103;57
23490104;11
23491101;50
23491102;45
23491103;22
23491104;17
23491105;8
23492101;61
23492102;31
23492103;30
23493101;60
23493102;64
23494101;68
23494102;25
23494103;48
23494104;23
23495001;50
23495002;40
23495003;22
23495004;18
23495005;21
23495006;2
23496001;45
23496002;45
23496003;5
23497101;58
23497102;37
23497103;16
23498101;55
23498102;55
23499101;55
23499102;46
23499103;23
23499104;18
23500101;30
23500102;31
23501101;49
23501102;28
23501103;25
23501104;20
23501105;7
23501106;2
23501107;3
23502101;40
23502102;40
23502103;10
23502104;19
23503101;66
23503102;61
23503103;35
23504101;38
23505101;84
23505102;39
23505103;41
23505104;19
23505105;6
23505106;3
23506101;44
23506102;45
23506103;14
23507001;48
23507002;17
23507003;11
23508001;66
23508002;77
23508003;50
23509101;52
23509102;30
23510101;57
23510102;30
23510103;13
23510104;55
23511101;41
23511102;15
23511103;12
23511104;39
23512101;45
23512102;52
23512103;22
23512104;18
23513101;32
23513102;30
23513103;5
23513104;1
23514101;62
23514102;75
23515001;49
23515002;51
23515003;21
23516101;68
23516102;11
23516103;36
23516104;35
23516105;19
23517301;40
23517302;40
23517303;17
23517304;13
23517305;10
23518101;48
23518102;53
23519101;60
23519102;47
23519103;22
23519104;71
23520101;65
23520102;35
23521101;55
23521102;23
23521103;20
23521104;60
23522101;51
23522102;26
23522103;24
23523101;33
23524201;41
23524202;44
23524203;23
23524204;24
23524205;15
23524206;10
23525101;42
23525102;12
23526001;73
23526002;69
23526003;43
23526004;22
23526005;5
23526006;4
23527101;48
23527102;49
23527103;24
23528101;58
23528102;38
23528103;57
23528104;18
23529101;56
23529102;50
23530101;52
23530102;49
23530103;26
23530104;15
23531101;44
23531102;20
23531103;18
23531104;18
23531105;2
23532101;39
23532102;40
23532103;11
23532104;3
23533101;50
23533102;46
23533103;16
23533104;12
23533105;9
23534101;53
23534102;53
23534103;26
23534104;19
23534105;15
23535101;39
23535102;40
23535103;16
23535104;4
23536101;53
23536102;45
23536103;18
23537101;79
23538101;54
23538102;29
23539101;83
23539102;83
23539103;44
23540101;64
23540102;64
23540103;28
23540104;31
23540105;2
23541101;73
23542101;53
23542102;60
23542103;27
23542104;23
23543101;39
23543102;40
23543103;20
23543104;11
23544001;72
23544002;70
23544003;67
23544004;60
23544005;51
23545001;51
23545002;50
23545003;21
23546001;45
23546002;47
23546003;11
23546004;9
23547101;48
23547102;83
23547103;41
23548101;58
23548102;55
23548103;18
23549001;24
23549002;20
23549003;2
