REGION;PROVINCIA;COMUNA;DC;AREA;ZONA;NOM_URBANO;CAT;REGION_15R;PROVINCIA_15R;COMUNA_15R
6;61;6106;1;1;3;GRANEROS;1;6;61;6106
6;61;6106;1;1;4;GRANEROS;1;6;61;6106
6;61;6106;1;1;5;GRANEROS;1;6;61;6106
6;61;6106;2;1;1;LA COMPAÑÍA;2;6;61;6106
6;61;6106;3;1;1;GRANEROS;1;6;61;6106
6;61;6106;4;1;1;GRANEROS;1;6;61;6106
6;61;6106;4;1;2;GRANEROS;1;6;61;6106
6;61;6107;1;1;1;LAS CABRAS;1;6;61;6107
6;61;6107;1;1;2;LAS CABRAS;1;6;61;6107
6;61;6107;3;1;1;EL MANZANO;2;6;61;6107
6;61;6107;9;1;1;EL MANZANO;2;6;61;6107
6;61;6108;1;1;1;MACHALÍ;1;6;61;6108
6;61;6108;1;1;2;MACHALÍ;1;6;61;6108
6;61;6108;2;1;1;MACHALÍ;1;6;61;6108
6;61;6108;2;1;2;MACHALÍ;1;6;61;6108
6;61;6108;2;1;3;MACHALÍ;1;6;61;6108
6;61;6108;2;1;4;MACHALÍ;1;6;61;6108
6;61;6108;2;1;5;MACHALÍ;1;6;61;6108
6;61;6108;2;1;6;MACHALÍ;1;6;61;6108
6;61;6108;2;1;7;MACHALÍ;1;6;61;6108
6;61;6108;2;1;8;MACHALÍ;1;6;61;6108
6;61;6108;3;1;1;MACHALÍ;1;6;61;6108
6;61;6108;3;1;2;MACHALÍ;1;6;61;6108
6;61;6108;3;1;3;MACHALÍ;1;6;61;6108
6;61;6108;3;1;4;MACHALÍ;1;6;61;6108
6;61;6108;3;1;5;MACHALÍ;1;6;61;6108
6;61;6108;3;1;6;MACHALÍ;1;6;61;6108
6;61;6108;7;1;1;COYA;2;6;61;6108
6;61;6108;8;1;1;COYA;2;6;61;6108
6;61;6108;9;1;1;COYA;2;6;61;6108
6;61;6109;2;1;1;PELEQUÉN;2;6;61;6109
6;61;6109;3;1;1;MALLOA;2;6;61;6109
6;61;6109;8;1;1;PELEQUÉN;2;6;61;6109
6;61;6110;2;1;1;SAN FRANCISCO DE MOSTAZAL;1;6;61;6110
6;61;6110;2;1;2;SAN FRANCISCO DE MOSTAZAL;1;6;61;6110
6;61;6110;2;1;3;SAN FRANCISCO DE MOSTAZAL;1;6;61;6110
6;61;6110;2;1;4;ANGOSTURA;2;6;61;6110
6;61;6110;4;1;1;LA PUNTA;1;6;61;6110
6;61;6110;4;1;2;LA PUNTA;1;6;61;6110
6;61;6111;1;1;1;GULTRO;1;6;61;6111
6;61;6111;1;1;2;OLIVAR ALTO;2;6;61;6111
6;61;6111;2;1;1;OLIVAR ALTO;2;6;61;6111
6;61;6111;3;1;1;OLIVAR BAJO;2;6;61;6111
6;61;6112;1;1;1;PEUMO;1;6;61;6112
6;61;6112;1;1;2;PEUMO;1;6;61;6112
6;61;6112;2;1;1;PEUMO;1;6;61;6112
6;61;6112;3;1;1;ROSARIO CODAO CARRETERA;2;6;61;6112
6;61;6112;4;1;1;PUNTA DE DIAMANTE;1;6;61;6112
6;61;6112;4;1;2;LA ESPERANZA - EL CORTIJO;2;6;61;6112
6;61;6113;1;1;1;PICHIDEGUA;1;6;61;6113
6;61;6113;5;1;1;CERRO PATAGUAS;2;6;61;6113
6;61;6113;5;1;2;PATAGUAS ORILLA;2;6;61;6113
6;61;6114;1;1;1;QUINTA DE TILCOCO;1;6;61;6114
6;61;6114;1;1;2;QUINTA DE TILCOCO;1;6;61;6114
6;61;6114;3;1;1;QUINTA DE TILCOCO;1;6;61;6114
6;61;6115;1;1;1;RENGO;1;6;61;6115
6;61;6115;2;1;1;RENGO;1;6;61;6115
6;61;6115;2;1;2;RENGO;1;6;61;6115
6;61;6115;4;1;1;RENGO;1;6;61;6115
6;61;6115;4;1;2;RENGO;1;6;61;6115
6;61;6115;4;1;3;RENGO;1;6;61;6115
6;61;6115;4;1;4;RENGO;1;6;61;6115
6;61;6115;4;1;5;RENGO;1;6;61;6115
6;61;6115;4;1;6;RENGO;1;6;61;6115
6;61;6115;4;1;7;RENGO;1;6;61;6115
6;61;6115;4;1;8;RENGO;1;6;61;6115
6;61;6115;4;1;9;RENGO;1;6;61;6115
6;61;6115;8;1;1;ROSARIO;2;6;61;6115
6;61;6115;9;1;1;ESMERALDA;2;6;61;6115
6;61;6115;10;1;1;ESMERALDA;2;6;61;6115
6;61;6115;11;1;1;ESMERALDA;2;6;61;6115
6;61;6116;1;1;1;REQUÍNOA;1;6;61;6116
6;61;6116;1;1;2;REQUÍNOA;1;6;61;6116
6;61;6116;1;1;3;REQUÍNOA;1;6;61;6116
6;61;6116;3;1;1;LOS LIRIOS;1;6;61;6116
6;61;6116;6;1;1;REQUÍNOA;1;6;61;6116
6;61;6116;6;1;2;SANTA AMALIA;2;6;61;6116
6;61;6117;1;1;1;SAN VICENTE DE TAGUA TAGUA;1;6;61;6117
6;61;6117;1;1;2;SAN VICENTE DE TAGUA TAGUA;1;6;61;6117
6;61;6117;1;1;3;SAN VICENTE DE TAGUA TAGUA;1;6;61;6117
6;61;6117;1;1;4;SAN VICENTE DE TAGUA TAGUA;1;6;61;6117
6;61;6117;1;1;5;SAN VICENTE DE TAGUA TAGUA;1;6;61;6117
6;61;6117;2;1;1;SAN VICENTE DE TAGUA TAGUA;1;6;61;6117
6;61;6117;2;1;2;REQUEGUA;2;6;61;6117
6;61;6117;3;1;1;RASTROJOS;2;6;61;6117
6;61;6117;3;1;2;EL TAMBO;2;6;61;6117
6;61;6117;12;1;1;EL MANZANO;2;6;61;6117
6;61;6117;12;1;2;EL MANZANO;2;6;61;6117
6;62;6201;1;1;1;PICHILEMU;1;6;62;6201
6;62;6201;1;1;2;PICHILEMU;1;6;62;6201
6;62;6201;1;1;3;PICHILEMU;1;6;62;6201
6;62;6201;1;1;4;PICHILEMU;1;6;62;6201
6;62;6201;1;1;5;PICHILEMU;1;6;62;6201
6;62;6201;1;1;6;PICHILEMU;1;6;62;6201
6;62;6201;1;1;7;PICHILEMU;1;6;62;6201
6;62;6202;1;1;1;LA ESTRELLA;2;6;62;6202
6;62;6203;1;1;1;LITUECHE;2;6;62;6203
6;62;6203;4;1;1;LITUECHE;2;6;62;6203
6;62;6204;1;1;1;MARCHIHUE;2;6;62;6204
6;62;6204;2;1;1;RINCONADA DE ALCONES;2;6;62;6204
6;62;6206;1;1;1;PAREDONES;2;6;62;6206
6;63;6301;1;1;1;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;2;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;3;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;4;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;5;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;6;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;7;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;8;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;9;SAN FERNANDO;1;6;63;6301
6;63;6301;1;1;10;SAN FERNANDO;1;6;63;6301
6;63;6301;2;1;1;SAN FERNANDO;1;6;63;6301
6;63;6301;2;1;2;ANGOSTURA;2;6;63;6301
6;63;6301;2;1;3;QUILAPÁN-POLONIA;2;6;63;6301
6;63;6301;3;1;1;QUILAPÁN-POLONIA;2;6;63;6301
6;63;6301;4;1;1;SAN FERNANDO;1;6;63;6301
6;63;6301;5;1;1;SAN FERNANDO;1;6;63;6301
6;63;6301;8;1;1;AGUA BUENA;2;6;63;6301
6;63;6301;9;1;1;PUENTE NEGRO;2;6;63;6301
6;63;6301;11;1;1;SAN FERNANDO;1;6;63;6301
6;63;6301;11;1;2;SAN FERNANDO;1;6;63;6301
6;63;6301;11;1;3;SAN FERNANDO;1;6;63;6301
6;63;6301;11;1;4;SAN FERNANDO;1;6;63;6301
6;63;6301;12;1;1;SAN FERNANDO;1;6;63;6301
6;63;6301;12;1;2;SAN FERNANDO;1;6;63;6301
6;63;6301;13;1;1;SAN FERNANDO;1;6;63;6301
6;63;6302;1;1;1;CHÉPICA;1;6;63;6302
6;63;6302;1;1;2;CHÉPICA;1;6;63;6302
6;63;6302;2;1;1;AUQUINCO;2;6;63;6302
6;63;6303;1;1;1;CHIMBARONGO;1;6;63;6303
6;63;6303;1;1;2;CHIMBARONGO;1;6;63;6303
6;63;6303;1;1;3;CHIMBARONGO;1;6;63;6303
6;63;6303;2;1;1;CHIMBARONGO;1;6;63;6303
6;63;6303;2;1;2;TINGUIRIRICA;2;6;63;6303
6;63;6303;2;1;3;LA CUESTA;2;6;63;6303
6;63;6303;6;1;1;CHIMBARONGO;1;6;63;6303
6;63;6303;7;1;1;CHIMBARONGO;1;6;63;6303
6;63;6303;7;1;2;CHIMBARONGO;1;6;63;6303
6;63;6303;8;1;1;TINGUIRIRICA;2;6;63;6303
6;63;6303;8;1;2;LA CUESTA;2;6;63;6303
6;63;6303;9;1;1;TINGUIRIRICA;2;6;63;6303
6;63;6303;10;1;1;CHIMBARONGO;1;6;63;6303
6;63;6303;10;1;3;CHIMBARONGO;1;6;63;6303
6;63;6303;11;1;1;CHIMBARONGO;1;6;63;6303
6;63;6304;1;1;1;LOLOL;2;6;63;6304
6;63;6305;1;1;1;NANCAGUA;1;6;63;6305
6;63;6305;1;1;2;NANCAGUA;1;6;63;6305
6;63;6305;5;1;1;CUNACO;2;6;63;6305
6;63;6306;1;1;1;PALMILLA;2;6;63;6306
6;63;6306;3;1;1;SAN JOSÉ DEL CARMEN;2;6;63;6306
6;63;6307;1;1;1;PERALILLO;1;6;63;6307
6;63;6307;1;1;2;PERALILLO;1;6;63;6307
6;63;6307;2;1;1;POBLACIÓN;2;6;63;6307
6;63;6308;1;1;1;PLACILLA;2;6;63;6308
6;63;6310;1;1;1;SANTA CRUZ;1;6;63;6310
6;63;6310;1;1;2;SANTA CRUZ;1;6;63;6310
6;63;6310;2;1;1;SANTA CRUZ;1;6;63;6310
6;63;6310;2;1;2;SANTA CRUZ;1;6;63;6310
6;63;6310;2;1;3;SANTA CRUZ;1;6;63;6310
6;63;6310;2;1;4;SANTA CRUZ;1;6;63;6310
6;63;6310;7;1;1;SANTA CRUZ;1;6;63;6310
6;63;6310;8;1;1;SANTA CRUZ;1;6;63;6310
7;71;7101;1;1;1;TALCA;1;7;71;7101
7;71;7101;1;1;2;TALCA;1;7;71;7101
7;71;7101;2;1;1;TALCA;1;7;71;7101
7;71;7101;2;1;2;TALCA;1;7;71;7101
7;71;7101;2;1;3;TALCA;1;7;71;7101
7;71;7101;3;1;1;TALCA;1;7;71;7101
7;71;7101;3;1;2;TALCA;1;7;71;7101
7;71;7101;3;1;3;TALCA;1;7;71;7101
7;71;7101;4;1;1;TALCA;1;7;71;7101
7;71;7101;4;1;2;TALCA;1;7;71;7101
7;71;7101;4;1;3;TALCA;1;7;71;7101
7;71;7101;4;1;4;TALCA;1;7;71;7101
7;71;7101;4;1;5;TALCA;1;7;71;7101
7;71;7101;5;1;1;TALCA;1;7;71;7101
7;71;7101;5;1;2;TALCA;1;7;71;7101
7;71;7101;6;1;1;TALCA;1;7;71;7101
7;71;7101;6;1;2;TALCA;1;7;71;7101
7;71;7101;6;1;3;TALCA;1;7;71;7101
7;71;7101;6;1;4;TALCA;1;7;71;7101
7;71;7101;6;1;5;TALCA;1;7;71;7101
7;71;7101;6;1;6;TALCA;1;7;71;7101
7;71;7101;7;1;1;TALCA;1;7;71;7101
7;71;7101;7;1;2;TALCA;1;7;71;7101
7;71;7101;7;1;3;TALCA;1;7;71;7101
7;71;7101;7;1;4;TALCA;1;7;71;7101
7;71;7101;7;1;5;TALCA;1;7;71;7101
7;71;7101;7;1;6;TALCA;1;7;71;7101
7;71;7101;7;1;7;TALCA;1;7;71;7101
7;71;7101;7;1;8;TALCA;1;7;71;7101
7;71;7101;7;1;9;TALCA;1;7;71;7101
7;71;7101;7;1;10;TALCA;1;7;71;7101
7;71;7101;8;1;1;TALCA;1;7;71;7101
7;71;7101;8;1;2;TALCA;1;7;71;7101
7;71;7101;8;1;3;TALCA;1;7;71;7101
7;71;7101;8;1;4;TALCA;1;7;71;7101
7;71;7101;8;1;5;TALCA;1;7;71;7101
7;71;7101;8;1;6;TALCA;1;7;71;7101
7;71;7101;9;1;1;TALCA;1;7;71;7101
7;71;7101;10;1;1;PANGUILEMO;2;7;71;7101
7;71;7101;11;1;1;TALCA;1;7;71;7101
7;71;7101;11;1;2;TALCA;1;7;71;7101
7;71;7101;11;1;3;TALCA;1;7;71;7101
7;71;7101;11;1;4;HUILQUILEMU;2;7;71;7101
7;71;7101;11;1;5;TALCA;1;7;71;7101
7;71;7101;11;1;6;TALCA;1;7;71;7101
7;71;7101;11;1;7;TALCA;1;7;71;7101
7;71;7101;11;1;8;TALCA;1;7;71;7101
7;71;7101;11;1;9;TALCA;1;7;71;7101
7;71;7101;11;1;10;TALCA;1;7;71;7101
7;71;7101;12;1;1;TALCA;1;7;71;7101
7;71;7101;12;1;2;TALCA;1;7;71;7101
7;71;7101;12;1;3;TALCA;1;7;71;7101
7;71;7101;12;1;4;TALCA;1;7;71;7101
7;71;7101;12;1;5;HUILQUILEMU;2;7;71;7101
7;71;7101;12;1;6;TALCA;1;7;71;7101
7;71;7101;12;1;7;TALCA;1;7;71;7101
7;71;7101;12;1;8;TALCA;1;7;71;7101
7;71;7101;12;1;9;TALCA;1;7;71;7101
7;71;7101;12;1;10;TALCA;1;7;71;7101
7;71;7101;13;1;1;TALCA;1;7;71;7101
7;71;7101;13;1;2;TALCA;1;7;71;7101
7;71;7101;13;1;3;TALCA;1;7;71;7101
7;71;7101;13;1;4;TALCA;1;7;71;7101
7;71;7101;13;1;5;TALCA;1;7;71;7101
7;71;7101;13;1;6;TALCA;1;7;71;7101
7;71;7101;13;1;7;TALCA;1;7;71;7101
7;71;7101;13;1;8;TALCA;1;7;71;7101
7;71;7101;14;1;1;TALCA;1;7;71;7101
7;71;7101;14;1;2;TALCA;1;7;71;7101
7;71;7101;14;1;3;TALCA;1;7;71;7101
7;71;7101;14;1;4;TALCA;1;7;71;7101
7;71;7101;14;1;5;TALCA;1;7;71;7101
7;71;7101;14;1;6;TALCA;1;7;71;7101
7;71;7101;14;1;7;TALCA;1;7;71;7101
7;71;7101;14;1;8;TALCA;1;7;71;7101
7;71;7101;14;1;9;TALCA;1;7;71;7101
7;71;7101;14;1;10;TALCA;1;7;71;7101
7;71;7101;15;1;1;HUILQUILEMU;2;7;71;7101
7;71;7101;16;1;1;HUILQUILEMU;2;7;71;7101
7;71;7102;1;1;1;CONSTITUCIÓN;1;7;71;7102
7;71;7102;1;1;2;CONSTITUCIÓN;1;7;71;7102
7;71;7102;2;1;1;CONSTITUCIÓN;1;7;71;7102
7;71;7102;2;1;2;CONSTITUCIÓN;1;7;71;7102
7;71;7102;2;1;3;CONSTITUCIÓN;1;7;71;7102
7;71;7102;2;1;4;CONSTITUCIÓN;1;7;71;7102
7;71;7102;2;1;5;CONSTITUCIÓN;1;7;71;7102
7;71;7102;3;1;1;CONSTITUCIÓN;1;7;71;7102
7;71;7102;3;1;2;CONSTITUCIÓN;1;7;71;7102
7;71;7102;4;1;1;PUTÚ;2;7;71;7102
7;71;7102;7;1;1;LOS PELLINES;2;7;71;7102
7;71;7103;1;1;1;CUREPTO;2;7;71;7103
7;71;7104;1;1;1;EMPEDRADO;2;7;71;7104
7;71;7104;2;1;1;EMPEDRADO;2;7;71;7104
7;71;7105;1;1;1;MAULE;1;7;71;7105
7;71;7105;5;1;1;CULENAR;1;7;71;7105
7;71;7105;5;1;2;CULENAR;1;7;71;7105
7;71;7105;5;1;3;MAULE;1;7;71;7105
7;71;7105;5;1;4;CULENAR;1;7;71;7105
7;71;7105;5;1;5;CULENAR;1;7;71;7105
7;71;7105;5;1;6;CULENAR;1;7;71;7105
7;71;7105;5;1;7;CULENAR;1;7;71;7105
7;71;7105;5;1;8;CULENAR;1;7;71;7105
7;71;7105;5;1;9;CULENAR;1;7;71;7105
7;71;7105;5;1;10;CULENAR;1;7;71;7105
7;71;7105;6;1;1;CHACARILLAS;2;7;71;7105
7;71;7105;8;1;1;MAULE;1;7;71;7105
7;71;7106;1;1;1;PELARCO;2;7;71;7106
7;71;7107;1;1;1;PENCAHUE;2;7;71;7107
7;71;7107;1;1;2;LO FIGUEROA;2;7;71;7107
7;71;7108;1;1;1;CUMPEO;2;7;71;7108
7;71;7109;1;1;1;SAN CLEMENTE;1;7;71;7109
7;71;7109;1;1;2;SAN CLEMENTE;1;7;71;7109
7;71;7109;1;1;3;SAN CLEMENTE;1;7;71;7109
7;71;7109;1;1;4;SAN CLEMENTE;1;7;71;7109
7;71;7109;1;1;5;SAN CLEMENTE;1;7;71;7109
7;71;7109;2;1;1;SAN CLEMENTE;1;7;71;7109
7;71;7109;11;1;1;QUERI;2;7;71;7109
7;71;7109;12;1;1;QUERI;2;7;71;7109
7;71;7110;1;1;1;SAN RAFAEL;2;7;71;7110
7;72;7201;1;1;1;CAUQUENES;1;7;72;7201
7;72;7201;2;1;1;CAUQUENES;1;7;72;7201
7;72;7201;3;1;1;CAUQUENES;1;7;72;7201
7;72;7201;3;1;2;CAUQUENES;1;7;72;7201
7;72;7201;4;1;1;CAUQUENES;1;7;72;7201
7;72;7201;5;1;1;CAUQUENES;1;7;72;7201
7;72;7201;6;1;1;CAUQUENES;1;7;72;7201
7;72;7201;6;1;2;CAUQUENES;1;7;72;7201
7;72;7201;6;1;3;CAUQUENES;1;7;72;7201
7;72;7201;8;1;1;CAUQUENES;1;7;72;7201
7;72;7201;16;1;1;CAUQUENES;1;7;72;7201
7;72;7201;16;1;2;CAUQUENES;1;7;72;7201
7;72;7201;17;1;1;CAUQUENES;1;7;72;7201
7;72;7202;1;1;1;CHANCO;2;7;72;7202
7;72;7202;6;1;1;CHANCO;2;7;72;7202
7;72;7203;1;1;1;PELLUHUE;2;7;72;7203
7;72;7203;1;1;2;PELLUHUE;2;7;72;7203
7;72;7203;1;1;3;CURANIPE;2;7;72;7203
7;72;7203;2;1;1;CURANIPE;2;7;72;7203
7;73;7301;1;1;1;CURICÓ;1;7;73;7301
7;73;7301;1;1;2;CURICÓ;1;7;73;7301
7;73;7301;2;1;1;CURICÓ;1;7;73;7301
7;73;7301;2;1;2;CURICÓ;1;7;73;7301
7;73;7301;3;1;1;CURICÓ;1;7;73;7301
7;73;7301;3;1;2;CURICÓ;1;7;73;7301
7;73;7301;3;1;3;CURICÓ;1;7;73;7301
7;73;7301;3;1;4;CURICÓ;1;7;73;7301
7;73;7301;4;1;1;CURICÓ;1;7;73;7301
7;73;7301;4;1;2;CURICÓ;1;7;73;7301
7;73;7301;4;1;3;CURICÓ;1;7;73;7301
7;73;7301;4;1;4;CURICÓ;1;7;73;7301
7;73;7301;5;1;1;CURICÓ;1;7;73;7301
7;73;7301;5;1;2;CURICÓ;1;7;73;7301
7;73;7301;5;1;3;CURICÓ;1;7;73;7301
7;73;7301;5;1;4;CURICÓ;1;7;73;7301
7;73;7301;5;1;5;CURICÓ;1;7;73;7301
7;73;7301;5;1;6;CURICÓ;1;7;73;7301
7;73;7301;7;1;1;CURICÓ;1;7;73;7301
7;73;7301;7;1;2;CURICÓ;1;7;73;7301
7;73;7301;7;1;3;CURICÓ;1;7;73;7301
7;73;7301;7;1;4;CURICÓ;1;7;73;7301
7;73;7301;7;1;5;CURICÓ;1;7;73;7301
7;73;7301;7;1;6;CURICÓ;1;7;73;7301
7;73;7301;9;1;1;CURICÓ;1;7;73;7301
7;73;7301;9;1;2;CURICÓ;1;7;73;7301
7;73;7301;10;1;1;CURICÓ;1;7;73;7301
7;73;7301;10;1;2;CURICÓ;1;7;73;7301
7;73;7301;10;1;3;CURICÓ;1;7;73;7301
7;73;7301;10;1;4;CURICÓ;1;7;73;7301
7;73;7301;10;1;5;CURICÓ;1;7;73;7301
7;73;7301;10;1;6;CURICÓ;1;7;73;7301
7;73;7301;10;1;7;CURICÓ;1;7;73;7301
7;73;7301;11;1;1;VILLA LOS NICHES;2;7;73;7301
7;73;7301;11;1;2;CURICÓ;1;7;73;7301
7;73;7301;12;1;1;SAN ALBERTO;2;7;73;7301
7;73;7301;12;1;2;CURICÓ;1;7;73;7301
7;73;7301;17;1;1;VILLA LOS NICHES;2;7;73;7301
7;73;7301;18;1;1;CURICÓ;1;7;73;7301
7;73;7301;18;1;2;CURICÓ;1;7;73;7301
7;73;7301;18;1;3;CURICÓ;1;7;73;7301
7;73;7301;18;1;4;CURICÓ;1;7;73;7301
7;73;7301;18;1;5;CURICÓ;1;7;73;7301
7;73;7301;18;1;6;CURICÓ;1;7;73;7301
7;73;7302;1;1;1;HUALAÑÉ;1;7;73;7302
7;73;7302;1;1;2;HUALAÑÉ;1;7;73;7302
7;73;7303;1;1;1;LICANTÉN;2;7;73;7303
7;73;7303;3;1;1;ILOCA;2;7;73;7303
7;73;7304;1;1;1;MOLINA;1;7;73;7304
7;73;7304;2;1;1;MOLINA;1;7;73;7304
7;73;7304;2;1;2;MOLINA;1;7;73;7304
7;73;7304;2;1;3;MOLINA;1;7;73;7304
7;73;7304;2;1;5;MOLINA;1;7;73;7304
7;73;7304;4;1;1;MOLINA;1;7;73;7304
7;73;7304;4;1;2;MOLINA;1;7;73;7304
7;73;7304;4;1;3;MOLINA;1;7;73;7304
7;73;7304;5;1;1;MOLINA;1;7;73;7304
7;73;7304;6;1;1;MOLINA;1;7;73;7304
7;73;7305;1;1;1;RAUCO;1;7;73;7305
7;73;7305;1;1;2;RAUCO;1;7;73;7305
7;73;7306;1;1;1;ROMERAL;1;7;73;7306
7;73;7306;1;1;2;ROMERAL;1;7;73;7306
7;73;7307;1;1;1;SAGRADA FAMILIA;2;7;73;7307
7;73;7307;3;1;1;LA ISLA;2;7;73;7307
7;73;7307;7;1;1;VILLA PRAT;2;7;73;7307
7;73;7307;9;1;1;SAGRADA FAMILIA;2;7;73;7307
7;73;7308;1;1;1;TENO;1;7;73;7308
7;73;7308;1;1;2;TENO;1;7;73;7308
7;73;7308;2;1;1;TENO;1;7;73;7308
7;73;7308;4;1;1;TENO;1;7;73;7308
7;73;7309;2;1;1;LLICO;2;7;73;7309
7;73;7309;3;1;1;LLICO;2;7;73;7309
7;74;7401;1;1;1;LINARES;1;7;74;7401
7;74;7401;1;1;2;LINARES;1;7;74;7401
7;74;7401;2;1;1;LINARES;1;7;74;7401
7;74;7401;2;1;2;LINARES;1;7;74;7401
7;74;7401;2;1;3;LINARES;1;7;74;7401
7;74;7401;3;1;1;LINARES;1;7;74;7401
7;74;7401;3;1;2;LINARES;1;7;74;7401
7;74;7401;3;1;3;LINARES;1;7;74;7401
7;74;7401;3;1;4;LINARES;1;7;74;7401
7;74;7401;3;1;5;LINARES;1;7;74;7401
7;74;7401;4;1;1;LINARES;1;7;74;7401
7;74;7401;4;1;2;LINARES;1;7;74;7401
7;74;7401;4;1;3;LINARES;1;7;74;7401
7;74;7401;4;1;4;LINARES;1;7;74;7401
7;74;7401;6;1;1;LINARES;1;7;74;7401
7;74;7401;6;1;2;LINARES;1;7;74;7401
7;74;7401;6;1;3;LINARES;1;7;74;7401
7;74;7401;6;1;4;LINARES;1;7;74;7401
7;74;7401;6;1;5;LINARES;1;7;74;7401
7;74;7401;6;1;6;LAS OBRAS;2;7;74;7401
7;74;7401;6;1;7;LINARES;1;7;74;7401
7;74;7401;6;1;8;LINARES;1;7;74;7401
7;74;7401;7;1;1;LINARES;1;7;74;7401
7;74;7401;7;1;2;LINARES;1;7;74;7401
7;74;7401;7;1;3;LINARES;1;7;74;7401
7;74;7401;7;1;4;LINARES;1;7;74;7401
7;74;7401;8;1;2;VARA GRUESA;2;7;74;7401
7;74;7401;11;1;1;LAS OBRAS;2;7;74;7401
7;74;7402;1;1;1;COLBÚN;1;7;74;7402
7;74;7402;1;1;2;COLBÚN;1;7;74;7402
7;74;7402;2;1;1;COLBÚN;1;7;74;7402
7;74;7402;8;1;1;PANIMÁVIDA;2;7;74;7402
7;74;7403;1;1;1;LONGAVÍ;1;7;74;7403
7;74;7403;1;1;2;LONGAVÍ;1;7;74;7403
7;74;7403;1;1;3;LOS CRISTALES;2;7;74;7403
7;74;7403;6;1;1;LOS CRISTALES;2;7;74;7403
7;74;7404;1;1;1;PARRAL;1;7;74;7404
7;74;7404;2;1;1;PARRAL;1;7;74;7404
7;74;7404;2;1;2;PARRAL;1;7;74;7404
7;74;7404;3;1;1;PARRAL;1;7;74;7404
7;74;7404;3;1;2;PARRAL;1;7;74;7404
7;74;7404;4;1;1;PARRAL;1;7;74;7404
7;74;7404;4;1;2;PARRAL;1;7;74;7404
7;74;7404;5;1;1;PARRAL;1;7;74;7404
7;74;7404;5;1;2;PARRAL;1;7;74;7404
7;74;7404;5;1;3;PARRAL;1;7;74;7404
7;74;7405;1;1;1;RETIRO;1;7;74;7405
7;74;7405;1;1;2;RETIRO;1;7;74;7405
7;74;7405;3;1;1;COPIHUE;2;7;74;7405
7;74;7405;7;1;1;RETIRO;1;7;74;7405
7;74;7406;1;1;1;SAN JAVIER;1;7;74;7406
7;74;7406;2;1;1;SAN JAVIER;1;7;74;7406
7;74;7406;2;1;2;BOBADILLA;2;7;74;7406
7;74;7406;3;1;1;SAN JAVIER;1;7;74;7406
7;74;7406;3;1;2;SAN JAVIER;1;7;74;7406
7;74;7406;4;1;1;SAN JAVIER;1;7;74;7406
7;74;7406;4;1;2;BOBADILLA;2;7;74;7406
7;74;7406;4;1;3;SAN JAVIER;1;7;74;7406
7;74;7406;4;1;4;SAN JAVIER;1;7;74;7406
7;74;7406;4;1;5;SAN JAVIER;1;7;74;7406
7;74;7406;5;1;1;SAN JAVIER;1;7;74;7406
7;74;7406;6;1;1;ORILLA DE MAULE;2;7;74;7406
7;74;7406;7;1;1;SAN JAVIER;1;7;74;7406
7;74;7406;7;1;2;BOBADILLA;2;7;74;7406
7;74;7406;7;1;3;ORILLA DE MAULE;2;7;74;7406
7;74;7407;1;1;1;VILLA ALEGRE;1;7;74;7407
7;74;7407;1;1;2;VILLA ALEGRE;1;7;74;7407
7;74;7407;2;1;1;VILLA ALEGRE;1;7;74;7407
7;74;7407;4;1;1;PEÑUELAS;2;7;74;7407
7;74;7407;5;1;1;ESTACIÓN VILLA ALEGRE;2;7;74;7407
7;74;7408;1;1;1;YERBAS BUENAS;2;7;74;7408
7;74;7408;3;1;1;YERBAS BUENAS;2;7;74;7408
7;74;7408;3;1;2;ABRÁNQUIL;2;7;74;7408
7;74;7408;4;1;1;YERBAS BUENAS;2;7;74;7408
7;74;7408;5;1;1;PEÑUELAS;2;7;74;7408
7;74;7408;6;1;1;CINCO CAMINOS;2;7;74;7408
7;74;7408;7;1;1;PEÑUELAS;2;7;74;7408
7;74;7408;7;1;2;CINCO CAMINOS;2;7;74;7408
8;81;8101;1;1;1;CONCEPCIÓN;1;8;81;8101
8;81;8101;2;1;1;CONCEPCIÓN;1;8;81;8101
8;81;8101;2;1;2;CONCEPCIÓN;1;8;81;8101
8;81;8101;2;1;3;CONCEPCIÓN;1;8;81;8101
8;81;8101;3;1;1;CONCEPCIÓN;1;8;81;8101
8;81;8101;4;1;1;CONCEPCIÓN;1;8;81;8101
8;81;8101;5;1;1;CONCEPCIÓN;1;8;81;8101
8;81;8101;5;1;2;CONCEPCIÓN;1;8;81;8101
8;81;8101;5;1;3;CONCEPCIÓN;1;8;81;8101
8;81;8101;6;1;1;CONCEPCIÓN;1;8;81;8101
8;81;8101;7;1;1;CONCEPCIÓN;1;8;81;8101
8;81;8101;7;1;2;CONCEPCIÓN;1;8;81;8101
8;81;8101;8;1;1;CONCEPCIÓN;1;8;81;8101
8;81;8101;8;1;2;CONCEPCIÓN;1;8;81;8101
